:			-	-	-	-	-	-	
			A	B	C	D	E	F	
Black	Dot	2822	0.00094	0.40422	3.09321			?	
Black	Dot	2823	0.0008	0.40644	2.29838			?	
Black	Dot	2824	0.00098	0.40864	1.48194			?	
Black	Dot	2825	0.00134	0.41075	0.92437			?	
Black	Dot	2826	0.00172	0.41273	0.45853			?	
Black	Dot	2827	0.00213	0.41455	0.07687			?	
Black	Dot	2828	0.00255	0.41615	6.05222			?	
Black	Dot	2829	0.00299	0.41751	5.70402			?	
Black	Dot	2830	0.00339	0.4186	5.41292			?	
Black	Dot	2831	0.00378	0.4194	5.11339			?	
Black	Dot	2832	0.00422	0.41989	4.82127			?	
Black	Dot	2833	0.00461	0.42007	4.53347			?	
Black	Dot	2834	0.00496	0.41993	4.24509			?	
Black	Dot	2835	0.00542	0.41948	3.96595			?	
Black	Dot	2836	0.00576	0.41873	3.68176			?	
Black	Dot	2837	0.00617	0.4177	3.39473			?	
Black	Dot	2838	0.00655	0.41642	3.1183			?	
Black	Dot	2839	0.00694	0.41491	2.83532			?	
Black	Dot	2840	0.00736	0.41322	2.546			?	
Black	Dot	2841	0.00769	0.41138	2.27041			?	
Black	Dot	2842	0.00813	0.40944	1.98269			?	
Black	Dot	2843	0.00852	0.40745	1.69828			?	
Black	Dot	2844	0.00886	0.40545	1.41451			?	
Black	Dot	2845	0.00928	0.4035	1.12747			?	
Black	Dot	2846	0.00967	0.40164	0.84427			?	
Black	Dot	2847	0.01	0.39991	0.55211			?	
Black	Dot	2848	0.01039	0.39836	0.26925			?	
Black	Dot	2849	0.01074	0.39703	6.26294			?	
Black	Dot	2850	0.01107	0.39594	5.97069			?	
Black	Dot	2851	0.0114	0.39513	5.68289			?	
Black	Dot	2852	0.01169	0.39461	5.39386			?	
Black	Dot	2853	0.01204	0.39439	5.09805			?	
Black	Dot	2854	0.01226	0.39447	4.8095			?	
Black	Dot	2855	0.01255	0.39484	4.51593			?	
Black	Dot	2856	0.01283	0.39549	4.22506			?	
Black	Dot	2857	0.01303	0.3964	3.93143			?	
Black	Dot	2858	0.01324	0.39752	3.63969			?	
Black	Dot	2859	0.01349	0.39883	3.35114			?	
Black	Dot	2860	0.01362	0.40029	3.05547			?	
Black	Dot	2861	0.01381	0.40184	2.76806			?	
Black	Dot	2862	0.01393	0.40345	2.47901			?	
Black	Dot	2863	0.01409	0.40507	2.18707			?	
Black	Dot	2864	0.01418	0.40666	1.90106			?	
Black	Dot	2865	0.01423	0.40818	1.61391			?	
Black	Dot	2866	0.01433	0.4096	1.32641			?	
Black	Dot	2867	0.01435	0.41088	1.04287			?	
Black	Dot	2868	0.01432	0.41199	0.75556			?	
Black	Dot	2869	0.01435	0.4129	0.47675			?	
Black	Dot	2870	0.01426	0.41361	0.19048			?	
Black	Dot	2871	0.01417	0.4141	6.19288			?	
Black	Dot	2872	0.01406	0.41436	5.91441			?	
Black	Dot	2873	0.01389	0.41439	5.6326			?	
Black	Dot	2874	0.01373	0.4142	5.35155			?	
Black	Dot	2875	0.01345	0.4138	5.07711			?	
Black	Dot	2876	0.01327	0.41321	4.79603			?	
Black	Dot	2877	0.01296	0.41245	4.51919			?	
Black	Dot	2878	0.01263	0.41154	4.24533			?	
Black	Dot	2879	0.01234	0.41051	3.96872			?	
Black	Dot	2880	0.01197	0.40939	3.69859			?	
Black	Dot	2881	0.01157	0.4082	3.42452			?	
Black	Dot	2882	0.01119	0.40699	3.16061			?	
Black	Dot	2883	0.01078	0.40578	2.89579			?	
Black	Dot	2884	0.01034	0.4046	2.63121			?	
Black	Dot	2885	0.00992	0.40348	2.38171			?	
Black	Dot	2886	0.00948	0.40244	2.12993			?	
Black	Dot	2887	0.0091	0.40152	1.88396			?	
Black	Dot	2888	0.00865	0.40073	1.65429			?	
Black	Dot	2889	0.00831	0.40009	1.42695			?	
Black	Dot	2890	0.00799	0.39961	1.20826			?	
Black	Dot	2891	0.00767	0.39931	1.00765			?	
Black	Dot	2892	0.00749	0.39919	0.80698			?	
Black	Dot	2893	0.0074	0.39925	0.62468			?	
Black	Dot	2894	0.00733	0.39949	0.4371			?	
Black	Dot	2895	0.00745	0.39989	0.26237			?	
Black	Dot	2896	0.00766	0.40045	0.08012			?	
Black	Dot	2897	0.00793	0.40114	6.17602			?	
Black	Dot	2898	0.00837	0.40194	5.9821			?	
Black	Dot	2899	0.00885	0.40284	5.78363			?	
Black	Dot	2900	0.00943	0.40382	5.56273			?	
Black	Dot	2901	0.01005	0.40485	5.34591			?	
Black	Dot	2902	0.01076	0.4059	5.11508			?	
Black	Dot	2903	0.01153	0.40697	4.87065			?	
Black	Dot	2904	0.01228	0.40801	4.62802			?	
Black	Dot	2905	0.01311	0.40901	4.37679			?	
Black	Dot	2906	0.01401	0.40995	4.11575			?	
Black	Dot	2907	0.01482	0.4108	3.8584			?	
Black	Dot	2908	0.01574	0.41154	3.59089			?	
Black	Dot	2909	0.01666	0.41216	3.32538			?	
Black	Dot	2910	0.01755	0.41265	3.0535			?	
Black	Dot	2911	0.01846	0.41298	2.78154			?	
Black	Dot	2912	0.01941	0.41315	2.5092			?	
Black	Dot	2913	0.02028	0.41316	2.23021			?	
Black	Dot	2914	0.02123	0.413	1.95464			?	
Black	Dot	2915	0.02208	0.41267	1.67605			?	
Black	Dot	2916	0.02302	0.41218	1.39451			?	
Black	Dot	2917	0.02388	0.41153	1.11363			?	
Black	Dot	2918	0.0247	0.41073	0.83138			?	
Black	Dot	2919	0.02561	0.40979	0.54714			?	
Black	Dot	2920	0.02638	0.40874	0.26271			?	
Black	Dot	2921	0.02718	0.40758	6.25921			?	
Black	Dot	2922	0.02799	0.40634	5.97392			?	
Black	Dot	2923	0.02872	0.40505	5.68438			?	
Black	Dot	2924	0.02945	0.40373	5.39548			?	
Black	Dot	2925	0.03016	0.40242	5.10725			?	
Black	Dot	2926	0.03084	0.40114	4.81452			?	
Black	Dot	2927	0.03151	0.39993	4.52396			?	
Black	Dot	2928	0.0321	0.39883	4.23168			?	
Black	Dot	2929	0.03274	0.39786	3.93914			?	
Black	Dot	2930	0.03334	0.39705	3.64537			?	
Black	Dot	2931	0.03382	0.39644	3.35237			?	
Black	Dot	2932	0.03443	0.39604	3.05923			?	
Black	Dot	2933	0.03489	0.39587	2.76539			?	
Black	Dot	2934	0.03536	0.39595	2.47174			?	
Black	Dot	2935	0.0358	0.39627	2.17961			?	
Black	Dot	2936	0.03623	0.39684	1.88718			?	
Black	Dot	2937	0.03659	0.39766	1.59371			?	
Black	Dot	2938	0.03694	0.3987	1.3045			?	
Black	Dot	2939	0.03726	0.39995	1.01303			?	
Black	Dot	2940	0.03758	0.40138	0.72327			?	
Black	Dot	2941	0.03781	0.40295	0.43535			?	
Black	Dot	2942	0.03807	0.40463	0.14738			?	
Black	Dot	2943	0.03831	0.40638	6.14408			?	
Black	Dot	2944	0.03846	0.40816	5.85854			?	
Black	Dot	2945	0.03866	0.40991	5.57346			?	
Black	Dot	2946	0.03883	0.41159	5.29157			?	
Black	Dot	2947	0.03896	0.41316	5.00674			?	
Black	Dot	2948	0.03909	0.41458	4.72687			?	
Black	Dot	2949	0.03921	0.41582	4.44637			?	
Black	Dot	2950	0.03932	0.41683	4.16525			?	
Black	Dot	2951	0.0394	0.4176	3.8873			?	
Black	Dot	2952	0.03943	0.4181	3.60883			?	
Black	Dot	2953	0.03957	0.41833	3.33026			?	
Black	Dot	2954	0.03954	0.41827	3.053			?	
Black	Dot	2955	0.03959	0.41792	2.77539			?	
Black	Dot	2956	0.03964	0.41728	2.49894			?	
Black	Dot	2957	0.0396	0.41637	2.22108			?	
Black	Dot	2958	0.03959	0.41521	1.94363			?	
Black	Dot	2959	0.03956	0.41382	1.66765			?	
Black	Dot	2960	0.03949	0.41224	1.38783			?	
Black	Dot	2961	0.03943	0.41049	1.11043			?	
Black	Dot	2962	0.0393	0.40863	0.83135			?	
Black	Dot	2963	0.03922	0.4067	0.55098			?	
Black	Dot	2964	0.03908	0.40474	0.2705			?	
Black	Dot	2965	0.03888	0.40281	6.27211			?	
Black	Dot	2966	0.03881	0.40096	5.99041			?	
Black	Dot	2967	0.03857	0.39923	5.70674			?	
Black	Dot	2968	0.03838	0.39766	5.4235			?	
Black	Dot	2969	0.03821	0.39631	5.13972			?	
Black	Dot	2970	0.03796	0.39519	4.85518			?	
Black	Dot	2971	0.03776	0.39435	4.56975			?	
Black	Dot	2972	0.03748	0.39379	4.28656			?	
Black	Dot	2973	0.03726	0.39353	4.00112			?	
Black	Dot	2974	0.03697	0.39357	3.71698			?	
Black	Dot	2975	0.03667	0.3939	3.43414			?	
Black	Dot	2976	0.03638	0.3945	3.15098			?	
Black	Dot	2977	0.03609	0.39536	2.86946			?	
Black	Dot	2978	0.03569	0.39644	2.58831			?	
Black	Dot	2979	0.03539	0.3977	2.30969			?	
Black	Dot	2980	0.03501	0.39912	2.0314			?	
Black	Dot	2981	0.03458	0.40064	1.75409			?	
Black	Dot	2982	0.03418	0.40224	1.47994			?	
Black	Dot	2983	0.03376	0.40386	1.2067			?	
Black	Dot	2984	0.03329	0.40546	0.93278			?	
Black	Dot	2985	0.03282	0.40702	0.66464			?	
Black	Dot	2986	0.03233	0.4085	0.39446			?	
Black	Dot	2987	0.03187	0.40986	0.12698			?	
Black	Dot	2988	0.03134	0.4111	6.14503			?	
Black	Dot	2989	0.03084	0.41219	5.88085			?	
Black	Dot	2990	0.03039	0.41311	5.61852			?	
Black	Dot	2991	0.02985	0.41386	5.35845			?	
Black	Dot	2992	0.0294	0.41443	5.09915			?	
Black	Dot	2993	0.02895	0.41481	4.84453			?	
Black	Dot	2994	0.02849	0.41501	4.58735			?	
Black	Dot	2995	0.02808	0.41503	4.33608			?	
Black	Dot	2996	0.0277	0.41488	4.08583			?	
Black	Dot	2997	0.02734	0.41457	3.83472			?	
Black	Dot	2998	0.02705	0.41411	3.58888			?	
Black	Dot	2999	0.02674	0.41353	3.34346			?	
Black	Dot	3000	0.0266	0.41283	3.09772			?	
Black	Dot	3001	0.02638	0.41205	2.85536			?	
Black	Dot	3002	0.02629	0.41118	2.61343			?	
Black	Dot	3003	0.02631	0.41026	2.37081			?	
Black	Dot	3004	0.02629	0.40929	2.13005			?	
Black	Dot	3005	0.02642	0.4083	1.88697			?	
Black	Dot	3006	0.02661	0.40729	1.6467			?	
Black	Dot	3007	0.02685	0.40627	1.40171			?	
Black	Dot	3008	0.02716	0.40527	1.15683			?	
Black	Dot	3009	0.02757	0.40429	0.91312			?	
Black	Dot	3010	0.02802	0.40335	0.66228			?	
Black	Dot	3011	0.02855	0.40245	0.41329			?	
Black	Dot	3012	0.0291	0.40161	0.16163			?	
Black	Dot	3013	0.02979	0.40085	6.18864			?	
Black	Dot	3014	0.03045	0.40017	5.93172			?	
Black	Dot	3015	0.03118	0.3996	5.67263			?	
Black	Dot	3016	0.03202	0.39912	5.40954			?	
Black	Dot	3017	0.0328	0.39877	5.14622			?	
Black	Dot	3018	0.03366	0.39855	4.87823			?	
Black	Dot	3019	0.03457	0.39846	4.6114			?	
Black	Dot	3020	0.03547	0.3985	4.33983			?	
Black	Dot	3021	0.03638	0.39868	4.06766			?	
Black	Dot	3022	0.03734	0.399	3.79497			?	
Black	Dot	3023	0.03826	0.39945	3.51928			?	
Black	Dot	3024	0.03924	0.40003	3.24281			?	
Black	Dot	3025	0.04013	0.40072	2.96593			?	
Black	Dot	3026	0.0411	0.40153	2.68759			?	
Black	Dot	3027	0.04203	0.40243	2.40782			?	
Black	Dot	3028	0.04288	0.40342	2.1281			?	
Black	Dot	3029	0.0438	0.40446	1.84772			?	
Black	Dot	3030	0.04468	0.40554	1.56624			?	
Black	Dot	3031	0.04545	0.40663	1.28434			?	
Black	Dot	3032	0.04633	0.40771	1.00299			?	
Black	Dot	3033	0.04708	0.40874	0.72036			?	
Black	Dot	3034	0.04784	0.4097	0.43742			?	
Black	Dot	3035	0.04855	0.41057	0.15488			?	
Black	Dot	3036	0.04923	0.41132	6.15562			?	
Black	Dot	3037	0.04992	0.41192	5.87098			?	
Black	Dot	3038	0.05049	0.41237	5.58906			?	
Black	Dot	3039	0.05109	0.41264	5.30456			?	
Black	Dot	3040	0.05166	0.41272	5.02127			?	
Black	Dot	3041	0.05212	0.41262	4.73707			?	
Black	Dot	3042	0.05257	0.41233	4.45256			?	
Black	Dot	3043	0.05302	0.41186	4.16897			?	
Black	Dot	3044	0.05332	0.41121	3.88257			?	
Black	Dot	3045	0.05367	0.41041	3.5979			?	
Black	Dot	3046	0.05392	0.40948	3.3125			?	
Black	Dot	3047	0.05414	0.40844	3.02475			?	
Black	Dot	3048	0.05431	0.40734	2.73876			?	
Black	Dot	3049	0.0544	0.40619	2.45088			?	
Black	Dot	3050	0.05454	0.40504	2.16213			?	
Black	Dot	3051	0.05452	0.40393	1.87394			?	
Black	Dot	3052	0.05452	0.40288	1.58376			?	
Black	Dot	3053	0.05451	0.40194	1.29474			?	
Black	Dot	3054	0.05441	0.40114	1.00396			?	
Black	Dot	3055	0.05428	0.4005	0.71298			?	
Black	Dot	3056	0.05415	0.40005	0.42396			?	
Black	Dot	3057	0.05397	0.3998	0.13151			?	
Black	Dot	3058	0.05375	0.39976	6.12512			?	
Black	Dot	3059	0.05349	0.39992	5.83497			?	
Black	Dot	3060	0.05324	0.40028	5.54498			?	
Black	Dot	3061	0.05295	0.40083	5.25552			?	
Black	Dot	3062	0.05256	0.40155	4.96757			?	
Black	Dot	3063	0.05229	0.4024	4.67975			?	
Black	Dot	3064	0.05185	0.40337	4.39279			?	
Black	Dot	3065	0.05144	0.40441	4.10701			?	
Black	Dot	3066	0.05102	0.4055	3.82248			?	
Black	Dot	3067	0.05053	0.40658	3.53842			?	
Black	Dot	3068	0.05004	0.40763	3.25524			?	
Black	Dot	3069	0.04952	0.40861	2.97375			?	
Black	Dot	3070	0.04895	0.40948	2.69268			?	
Black	Dot	3071	0.04843	0.41022	2.41164			?	
Black	Dot	3072	0.04777	0.4108	2.13266			?	
Black	Dot	3073	0.0472	0.41119	1.85349			?	
Black	Dot	3074	0.04658	0.4114	1.57419			?	
Black	Dot	3075	0.04591	0.41141	1.29654			?	
Black	Dot	3076	0.04528	0.41123	1.01798			?	
Black	Dot	3077	0.04465	0.41087	0.74123			?	
Black	Dot	3078	0.04395	0.41033	0.46217			?	
Black	Dot	3079	0.04331	0.40964	0.18629			?	
Black	Dot	3080	0.04264	0.40882	6.1922			?	
Black	Dot	3081	0.04195	0.40791	5.91414			?	
Black	Dot	3082	0.04127	0.40693	5.63837			?	
Black	Dot	3083	0.04055	0.40591	5.3615			?	
Black	Dot	3084	0.03991	0.40489	5.08394			?	
Black	Dot	3085	0.03915	0.4039	4.8083			?	
Black	Dot	3086	0.03845	0.40297	4.5314			?	
Black	Dot	3087	0.03778	0.40214	4.25593			?	
Black	Dot	3088	0.03702	0.40142	3.97978			?	
Black	Dot	3089	0.0363	0.40084	3.70434			?	
Black	Dot	3090	0.0356	0.4004	3.43156			?	
Black	Dot	3091	0.03483	0.40013	3.15525			?	
Black	Dot	3092	0.0341	0.40001	2.88366			?	
Black	Dot	3093	0.03336	0.40005	2.61204			?	
Black	Dot	3094	0.0326	0.40024	2.33922			?	
Black	Dot	3095	0.03188	0.40057	2.07078			?	
Black	Dot	3096	0.03108	0.40102	1.80166			?	
Black	Dot	3097	0.03042	0.40157	1.53463			?	
Black	Dot	3098	0.02965	0.4022	1.26899			?	
Black	Dot	3099	0.02893	0.40289	1.00563			?	
Black	Dot	3100	0.02829	0.40361	0.74405			?	
Black	Dot	3101	0.02757	0.40435	0.48486			?	
Black	Dot	3102	0.02693	0.40508	0.22613			?	
Black	Dot	3103	0.02632	0.4058	6.25729			?	
Black	Dot	3104	0.02573	0.40647	6.0027			?	
Black	Dot	3105	0.02517	0.40709	5.75315			?	
Black	Dot	3106	0.02465	0.40765	5.50786			?	
Black	Dot	3107	0.02421	0.40815	5.2618			?	
Black	Dot	3108	0.0238	0.40858	5.01924			?	
Black	Dot	3109	0.0234	0.40895	4.78178			?	
Black	Dot	3110	0.02316	0.40926	4.54178			?	
Black	Dot	3111	0.0229	0.40951	4.30715			?	
Black	Dot	3112	0.02272	0.40971	4.07177			?	
Black	Dot	3113	0.02266	0.40988	3.8383			?	
Black	Dot	3114	0.02265	0.41	3.60449			?	
Black	Dot	3115	0.02267	0.4101	3.36967			?	
Black	Dot	3116	0.02287	0.41017	3.13658			?	
Black	Dot	3117	0.02306	0.4102	2.90041			?	
Black	Dot	3118	0.02337	0.41021	2.66179			?	
Black	Dot	3119	0.02372	0.41018	2.42489			?	
Black	Dot	3120	0.02418	0.4101	2.18255			?	
Black	Dot	3121	0.02468	0.40997	1.93766			?	
Black	Dot	3122	0.02523	0.40978	1.69325			?	
Black	Dot	3123	0.02584	0.40953	1.44265			?	
Black	Dot	3124	0.02655	0.4092	1.19086			?	
Black	Dot	3125	0.02719	0.4088	0.93589			?	
Black	Dot	3126	0.02798	0.40832	0.67889			?	
Black	Dot	3127	0.02877	0.40775	0.41794			?	
Black	Dot	3128	0.02951	0.40709	0.15504			?	
Black	Dot	3129	0.03039	0.40635	6.17282			?	
Black	Dot	3130	0.0312	0.40552	5.90593			?	
Black	Dot	3131	0.03206	0.40463	5.63413			?	
Black	Dot	3132	0.03289	0.40367	5.36251			?	
Black	Dot	3133	0.03373	0.40268	5.0889			?	
Black	Dot	3134	0.03459	0.40166	4.80946			?	
Black	Dot	3135	0.03536	0.40066	4.53243			?	
Black	Dot	3136	0.03619	0.39969	4.25049			?	
Black	Dot	3137	0.03701	0.3988	3.96699			?	
Black	Dot	3138	0.03772	0.39801	3.68221			?	
Black	Dot	3139	0.03847	0.39736	3.39502			?	
Black	Dot	3140	0.03924	0.39688	3.10733			?	
Black	Dot	3141	0.03987	0.39659	2.81671			?	
Black	Dot	3142	0.04057	0.39652	2.52597			?	
Black	Dot	3143	0.04117	0.39668	2.23504			?	
Black	Dot	3144	0.04178	0.39707	1.94071			?	
Black	Dot	3145	0.04232	0.39771	1.64806			?	
Black	Dot	3146	0.04282	0.39858	1.35464			?	
Black	Dot	3147	0.04332	0.39966	1.05925			?	
Black	Dot	3148	0.04374	0.40094	0.76604			?	
Black	Dot	3149	0.0441	0.40237	0.47073			?	
Black	Dot	3150	0.0445	0.40394	0.17801			?	
Black	Dot	3151	0.04476	0.40559	6.1666			?	
Black	Dot	3152	0.045	0.40727	5.8736			?	
Black	Dot	3153	0.04524	0.40895	5.5819			?	
Black	Dot	3154	0.04536	0.41057	5.28883			?	
Black	Dot	3155	0.04546	0.41208	4.99706			?	
Black	Dot	3156	0.04549	0.41344	4.70678			?	
Black	Dot	3157	0.0455	0.41462	4.41462			?	
Black	Dot	3158	0.04543	0.41558	4.12441			?	
Black	Dot	3159	0.0453	0.41629	3.83354			?	
Black	Dot	3160	0.04516	0.41674	3.54327			?	
Black	Dot	3161	0.04498	0.4169	3.25212			?	
Black	Dot	3162	0.04465	0.41679	2.96113			?	
Black	Dot	3163	0.04443	0.4164	2.67043			?	
Black	Dot	3164	0.04406	0.41574	2.37835			?	
Black	Dot	3165	0.04369	0.41483	2.08587			?	
Black	Dot	3166	0.04328	0.41371	1.79349			?	
Black	Dot	3167	0.04283	0.4124	1.50077			?	
Black	Dot	3168	0.04237	0.41093	1.2052			?	
Black	Dot	3169	0.04181	0.40936	0.91229			?	
Black	Dot	3170	0.04128	0.40773	0.61636			?	
Black	Dot	3171	0.0407	0.40608	0.3201			?	
Black	Dot	3172	0.04002	0.40447	0.02413			?	
Black	Dot	3173	0.03939	0.40293	6.00902			?	
Black	Dot	3174	0.0387	0.40151	5.7122			?	
Black	Dot	3175	0.03794	0.40025	5.41238			?	
Black	Dot	3176	0.0372	0.39918	5.11386			?	
Black	Dot	3177	0.03639	0.39832	4.81539			?	
Black	Dot	3178	0.0356	0.39768	4.51439			?	
Black	Dot	3179	0.03474	0.39727	4.21547			?	
Black	Dot	3180	0.03383	0.39708	3.91638			?	
Black	Dot	3181	0.03302	0.39712	3.61553			?	
Black	Dot	3182	0.03202	0.39736	3.31691			?	
Black	Dot	3183	0.03112	0.39777	3.0172			?	
Black	Dot	3184	0.03019	0.39835	2.71883			?	
Black	Dot	3185	0.02921	0.39904	2.41961			?	
Black	Dot	3186	0.02824	0.39983	2.12079			?	
Black	Dot	3187	0.0273	0.40069	1.82603			?	
Black	Dot	3188	0.02631	0.40157	1.52537			?	
Black	Dot	3189	0.02532	0.40245	1.23113			?	
Black	Dot	3190	0.02433	0.40331	0.93554			?	
Black	Dot	3191	0.02336	0.40412	0.63922			?	
Black	Dot	3192	0.02237	0.40488	0.3455			?	
Black	Dot	3193	0.02134	0.40556	0.05093			?	
Black	Dot	3194	0.02038	0.40618	6.04061			?	
Black	Dot	3195	0.01937	0.40671	5.7478			?	
Black	Dot	3196	0.01833	0.40718	5.45212			?	
Black	Dot	3197	0.01736	0.40757	5.16301			?	
Black	Dot	3198	0.01636	0.40791	4.86653			?	
Black	Dot	3199	0.01532	0.4082	4.57349			?	
Black	Dot	3200	0.01435	0.40845	4.28239			?	
Black	Dot	3201	0.01333	0.40866	3.98635			?	
Black	Dot	3202	0.01238	0.40886	3.69099			?	
Black	Dot	3203	0.01131	0.40904	3.3974			?	
Black	Dot	3204	0.01039	0.40921	3.10056			?	
Black	Dot	3205	0.00941	0.40938	2.80096			?	
Black	Dot	3206	0.0084	0.40954	2.50338			?	
Black	Dot	3207	0.00748	0.40969	2.20048			?	
Black	Dot	3208	0.00652	0.40983	1.90054			?	
Black	Dot	3209	0.00556	0.40994	1.58208			?	
Black	Dot	3210	0.00463	0.41002	1.27435			?	
Black	Dot	3211	0.00369	0.41005	0.948			?	
Black	Dot	3212	0.00281	0.41002	0.58024			?	
Black	Dot	3213	0.00189	0.4099	0.18539			?	
Black	Dot	3214	0.00107	0.4097	5.8712			?	
Black	Dot	3215	0.00069	0.4094	4.64993			?	
Black	Dot	3216	0.0012	0.40899	3.3871			?	
Black	Dot	3217	0.00198	0.40847	2.8459			?	
Black	Dot	3218	0.00283	0.40783	2.45321			?	
Black	Dot	3219	0.00376	0.4071	2.09643			?	
Black	Dot	3220	0.00459	0.40629	1.77319			?	
Black	Dot	3221	0.0055	0.4054	1.44544			?	
Black	Dot	3222	0.00635	0.40447	1.14398			?	
Black	Dot	3223	0.00723	0.40353	0.83116			?	
Black	Dot	3224	0.00807	0.40259	0.52101			?	
Black	Dot	3225	0.00889	0.40169	0.22309			?	
Black	Dot	3226	0.00971	0.40087	6.19586			?	
Black	Dot	3227	0.01055	0.40015	5.89459			?	
Black	Dot	3228	0.01129	0.39956	5.58656			?	
Black	Dot	3229	0.01208	0.39913	5.2846			?	
Black	Dot	3230	0.01286	0.39888	4.98			?	
Black	Dot	3231	0.01355	0.39883	4.67151			?	
Black	Dot	3232	0.01428	0.39898	4.3695			?	
Black	Dot	3233	0.01498	0.39934	4.06494			?	
Black	Dot	3234	0.01563	0.39991	3.75507			?	
Black	Dot	3235	0.01627	0.40066	3.45441			?	
Black	Dot	3236	0.01689	0.40158	3.14629			?	
Black	Dot	3237	0.01752	0.40263	2.84117			?	
Black	Dot	3238	0.01807	0.40379	2.53579			?	
Black	Dot	3239	0.01861	0.405	2.2314			?	
Black	Dot	3240	0.01923	0.40624	1.92801			?	
Black	Dot	3241	0.01966	0.40744	1.62295			?	
Black	Dot	3242	0.02019	0.40858	1.32075			?	
Black	Dot	3243	0.02062	0.40961	1.0195			?	
Black	Dot	3244	0.02105	0.4105	0.71486			?	
Black	Dot	3245	0.02143	0.41121	0.41313			?	
Black	Dot	3246	0.02175	0.41172	0.1123			?	
Black	Dot	3247	0.0221	0.412	6.09023			?	
Black	Dot	3248	0.02236	0.41206	5.7882			?	
Black	Dot	3249	0.02257	0.41189	5.4837			?	
Black	Dot	3250	0.02284	0.41148	5.18019			?	
Black	Dot	3251	0.02296	0.41086	4.87356			?	
Black	Dot	3252	0.02309	0.41004	4.56722			?	
Black	Dot	3253	0.02322	0.40906	4.26075			?	
Black	Dot	3254	0.02323	0.40795	3.95095			?	
Black	Dot	3255	0.02329	0.40674	3.64034			?	
Black	Dot	3256	0.02323	0.40549	3.32943			?	
Black	Dot	3257	0.02321	0.40424	3.01626			?	
Black	Dot	3258	0.02314	0.40303	2.69984			?	
Black	Dot	3259	0.02295	0.40192	2.38554			?	
Black	Dot	3260	0.02287	0.40095	2.06716			?	
Black	Dot	3261	0.02266	0.40014	1.74838			?	
Black	Dot	3262	0.02242	0.39954	1.42803			?	
Black	Dot	3263	0.02218	0.39917	1.10732			?	
Black	Dot	3264	0.0219	0.39903	0.78597			?	
Black	Dot	3265	0.02156	0.39913	0.45922			?	
Black	Dot	3266	0.02122	0.39948	0.13844			?	
Black	Dot	3267	0.02083	0.40004	6.09439			?	
Black	Dot	3268	0.02045	0.4008	5.76689			?	
Black	Dot	3269	0.01998	0.40173	5.44031			?	
Black	Dot	3270	0.01953	0.40279	5.1105			?	
Black	Dot	3271	0.01909	0.40395	4.78016			?	
Black	Dot	3272	0.01854	0.40517	4.44764			?	
Black	Dot	3273	0.01809	0.4064	4.11236			?	
Black	Dot	3274	0.01757	0.4076	3.7795			?	
Black	Dot	3275	0.01708	0.40872	3.43648			?	
Black	Dot	3276	0.01657	0.40974	3.09735			?	
Black	Dot	3277	0.01609	0.41061	2.75484			?	
Black	Dot	3278	0.01566	0.41132	2.40494			?	
Black	Dot	3279	0.01519	0.41185	2.05776			?	
Black	Dot	3280	0.01476	0.41218	1.70217			?	
Black	Dot	3281	0.01443	0.4123	1.34811			?	
Black	Dot	3282	0.01404	0.41223	0.98482			?	
Black	Dot	3283	0.01375	0.41198	0.62057			?	
Black	Dot	3284	0.0135	0.41155	0.2553			?	
Black	Dot	3285	0.01332	0.41096	6.16532			?	
Black	Dot	3286	0.0132	0.41025	5.79059			?	
Black	Dot	3287	0.01309	0.40943	5.41911			?	
Black	Dot	3288	0.01317	0.40853	5.04023			?	
Black	Dot	3289	0.01321	0.40758	4.66426			?	
Black	Dot	3290	0.01335	0.4066	4.28682			?	
Black	Dot	3291	0.01357	0.40563	3.91334			?	
Black	Dot	3292	0.01387	0.4047	3.5418			?	
Black	Dot	3293	0.01422	0.40382	3.16667			?	
Black	Dot	3294	0.01462	0.40301	2.80618			?	
Black	Dot	3295	0.01511	0.40229	2.4409			?	
Black	Dot	3296	0.01563	0.40167	2.08166			?	
Black	Dot	3297	0.01615	0.40116	1.73037			?	
Black	Dot	3298	0.01675	0.40075	1.37772			?	
Black	Dot	3299	0.01737	0.40045	1.03408			?	
Black	Dot	3300	0.01797	0.40025	0.68866			?	
Black	Dot	3301	0.01861	0.40013	0.3505			?	
Black	Dot	3302	0.01925	0.40009	0.01615			?	
Black	Dot	3303	0.01991	0.40012	5.96282			?	
Black	Dot	3304	0.02057	0.4002	5.63408			?	
Black	Dot	3305	0.02118	0.40034	5.30673			?	
Black	Dot	3306	0.02191	0.40052	4.97962			?	
Black	Dot	3307	0.02248	0.40074	4.65692			?	
Black	Dot	3308	0.02314	0.40099	4.33504			?	
Black	Dot	3309	0.02379	0.40129	4.01611			?	
Black	Dot	3310	0.02438	0.40163	3.69754			?	
Black	Dot	3311	0.02499	0.40201	3.37971			?	
Black	Dot	3312	0.02559	0.40245	3.06807			?	
Black	Dot	3313	0.02619	0.40294	2.75086			?	
Black	Dot	3314	0.02675	0.40348	2.44061			?	
Black	Dot	3315	0.0273	0.40409	2.1299			?	
Black	Dot	3316	0.02786	0.40476	1.81965			?	
Black	Dot	3317	0.0284	0.40549	1.51232			?	
Black	Dot	3318	0.02886	0.40629	1.2048			?	
Black	Dot	3319	0.02939	0.40715	0.8998			?	
Black	Dot	3320	0.02985	0.40805	0.5951			?	
