Time (Myr BP)	Eccentricity	Obliquity (radians)	Perihelion longitude (radians)	Precessional index
3.042	0.05332	0.41121	3.88257	-0.03599
3.043	0.05367	0.41041	3.5979	-0.02365
3.044	0.05392	0.40948	3.3125	-0.00917
3.045	0.05414	0.40844	3.02475	0.00631
3.046	0.05431	0.40734	2.73876	0.02129
3.047	0.0544	0.40619	2.45088	0.03466
3.048	0.05454	0.40504	2.16213	0.04528
3.049	0.05452	0.40393	1.87394	0.05204
3.05	0.05452	0.40288	1.58376	0.05452
3.051	0.05451	0.40194	1.29474	0.05245
3.052	0.05441	0.40114	1.00396	0.0459
3.053	0.05428	0.4005	0.71298	0.03551
3.054	0.05415	0.40005	0.42396	0.02228
3.055	0.05397	0.3998	0.13151	0.00708
3.056	0.05375	0.39976	6.12512	-0.00846
3.057	0.05349	0.39992	5.83497	-0.02318
3.058	0.05324	0.40028	5.54498	-0.03583
3.059	0.05295	0.40083	5.25552	-0.04533
3.06	0.05256	0.40155	4.96757	-0.05086
3.061	0.05229	0.4024	4.67975	-0.05226
3.062	0.05185	0.40337	4.39279	-0.04922
3.063	0.05144	0.40441	4.10701	-0.0423
3.064	0.05102	0.4055	3.82248	-0.03212
3.065	0.05053	0.40658	3.53842	-0.01953
3.066	0.05004	0.40763	3.25524	-0.00567
3.067	0.04952	0.40861	2.97375	0.00827
3.068	0.04895	0.40948	2.69268	0.02125
3.069	0.04843	0.41022	2.41164	0.03229
3.07	0.04777	0.4108	2.13266	0.04042
3.071	0.0472	0.41119	1.85349	0.04533
3.072	0.04658	0.4114	1.57419	0.04658
3.073	0.04591	0.41141	1.29654	0.04419
3.074	0.04528	0.41123	1.01798	0.03854
3.075	0.04465	0.41087	0.74123	0.03015
3.076	0.04395	0.41033	0.46217	0.0196
3.077	0.04331	0.40964	0.18629	0.00802
3.078	0.04264	0.40882	6.1922	-0.00387
3.079	0.04195	0.40791	5.91414	-0.01513
3.08	0.04127	0.40693	5.63837	-0.02481
3.081	0.04055	0.40591	5.3615	-0.0323
3.082	0.03991	0.40489	5.08394	-0.03719
3.083	0.03915	0.4039	4.8083	-0.03897
3.084	0.03845	0.40297	4.5314	-0.03782
3.085	0.03778	0.40214	4.25593	-0.03392
3.086	0.03702	0.40142	3.97978	-0.02752
3.087	0.0363	0.40084	3.70434	-0.01937
3.088	0.0356	0.4004	3.43156	-0.01018
3.089	0.03483	0.40013	3.15525	-0.00048
3.09	0.0341	0.40001	2.88366	0.0087
3.091	0.03336	0.40005	2.61204	0.01685
3.092	0.0326	0.40024	2.33922	0.02344
3.093	0.03188	0.40057	2.07078	0.02798
3.094	0.03108	0.40102	1.80166	0.03026
3.095	0.03042	0.40157	1.53463	0.0304
3.096	0.02965	0.4022	1.26899	0.02831
3.097	0.02893	0.40289	1.00563	0.02443
3.098	0.02829	0.40361	0.74405	0.01916
3.099	0.02757	0.40435	0.48486	0.01285
3.1	0.02693	0.40508	0.22613	0.00604
3.101	0.02632	0.4058	6.25729	-0.00068
3.102	0.02573	0.40647	6.0027	-0.00712
3.103	0.02517	0.40709	5.75315	-0.01273
3.104	0.02465	0.40765	5.50786	-0.01726
3.105	0.02421	0.40815	5.2618	-0.02065
3.106	0.0238	0.40858	5.01924	-0.02269
3.107	0.0234	0.40895	4.78178	-0.02335
3.108	0.02316	0.40926	4.54178	-0.02283
3.109	0.0229	0.40951	4.30715	-0.02105
3.11	0.02272	0.40971	4.07177	-0.01822
3.111	0.02266	0.40988	3.8383	-0.01454
3.112	0.02265	0.41	3.60449	-0.01011
3.113	0.02267	0.4101	3.36967	-0.00513
3.114	0.02287	0.41017	3.13658	0.00011
3.115	0.02306	0.4102	2.90041	0.00551
3.116	0.02337	0.41021	2.66179	0.01079
3.117	0.02372	0.41018	2.42489	0.01558
3.118	0.02418	0.4101	2.18255	0.01979
3.119	0.02468	0.40997	1.93766	0.02304
3.12	0.02523	0.40978	1.69325	0.02504
3.121	0.02584	0.40953	1.44265	0.02563
3.122	0.02655	0.4092	1.19086	0.02466
3.123	0.02719	0.4088	0.93589	0.02189
3.124	0.02798	0.40832	0.67889	0.01757
3.125	0.02877	0.40775	0.41794	0.01168
3.126	0.02951	0.40709	0.15504	0.00456
3.127	0.03039	0.40635	6.17282	-0.00335
3.128	0.0312	0.40552	5.90593	-0.01149
3.129	0.03206	0.40463	5.63413	-0.01938
3.13	0.03289	0.40367	5.36251	-0.02618
3.131	0.03373	0.40268	5.0889	-0.03137
3.132	0.03459	0.40166	4.80946	-0.03443
3.133	0.03536	0.40066	4.53243	-0.03479
3.134	0.03619	0.39969	4.25049	-0.03239
3.135	0.03701	0.3988	3.96699	-0.02719
3.136	0.03772	0.39801	3.68221	-0.01941
3.137	0.03847	0.39736	3.39502	-0.00965
3.138	0.03924	0.39688	3.10733	0.00134
3.139	0.03987	0.39659	2.81671	0.01273
3.14	0.04057	0.39652	2.52597	0.02343
3.141	0.04117	0.39668	2.23504	0.03241
3.142	0.04178	0.39707	1.94071	0.03896
3.143	0.04232	0.39771	1.64806	0.04219
3.144	0.04282	0.39858	1.35464	0.04182
3.145	0.04332	0.39966	1.05925	0.03777
3.146	0.04374	0.40094	0.76604	0.03032
3.147	0.0441	0.40237	0.47073	0.02
3.148	0.0445	0.40394	0.17801	0.00788
3.149	0.04476	0.40559	6.1666	-0.00521
3.15	0.045	0.40727	5.8736	-0.01792
3.151	0.04524	0.40895	5.5819	-0.02919
3.152	0.04536	0.41057	5.28883	-0.03803
3.153	0.04546	0.41208	4.99706	-0.04363
3.154	0.04549	0.41344	4.70678	-0.04549
3.155	0.0455	0.41462	4.41462	-0.0435
3.156	0.04543	0.41558	4.12441	-0.0378
3.157	0.0453	0.41629	3.83354	-0.0289
3.158	0.04516	0.41674	3.54327	-0.01765
3.159	0.04498	0.4169	3.25212	-0.00496
3.16	0.04465	0.41679	2.96113	0.00801
3.161	0.04443	0.4164	2.67043	0.02017
3.162	0.04406	0.41574	2.37835	0.03046
3.163	0.04369	0.41483	2.08587	0.03802
3.164	0.04328	0.41371	1.79349	0.04221
3.165	0.04283	0.4124	1.50077	0.04273
3.166	0.04237	0.41093	1.2052	0.03957
3.167	0.04181	0.40936	0.91229	0.03306
3.168	0.04128	0.40773	0.61636	0.02386
3.169	0.0407	0.40608	0.3201	0.01281
3.17	0.04002	0.40447	0.02413	0.00097
3.171	0.03939	0.40293	6.00902	-0.01066
3.172	0.0387	0.40151	5.7122	-0.02092
3.173	0.03794	0.40025	5.41238	-0.02902
3.174	0.0372	0.39918	5.11386	-0.03424
3.175	0.03639	0.39832	4.81539	-0.0362
3.176	0.0356	0.39768	4.51439	-0.0349
3.177	0.03474	0.39727	4.21547	-0.03054
3.178	0.03383	0.39708	3.91638	-0.02366
3.179	0.03302	0.39712	3.61553	-0.01507
3.18	0.03202	0.39736	3.31691	-0.00558
3.181	0.03112	0.39777	3.0172	0.00386
3.182	0.03019	0.39835	2.71883	0.01239
3.183	0.02921	0.39904	2.41961	0.0193
3.184	0.02824	0.39983	2.12079	0.02407
3.185	0.0273	0.40069	1.82603	0.02641
3.186	0.02631	0.40157	1.52537	0.02628
3.187	0.02532	0.40245	1.23113	0.02388
3.188	0.02433	0.40331	0.93554	0.01959
3.189	0.02336	0.40412	0.63922	0.01394
3.19	0.02237	0.40488	0.3455	0.00758
3.191	0.02134	0.40556	0.05093	0.00109
3.192	0.02038	0.40618	6.04061	-0.00489
3.193	0.01937	0.40671	5.7478	-0.00988
3.194	0.01833	0.40718	5.45212	-0.01354
3.195	0.01736	0.40757	5.16301	-0.01563
3.196	0.01636	0.40791	4.86653	-0.01616
3.197	0.01532	0.4082	4.57349	-0.01518
3.198	0.01435	0.40845	4.28239	-0.01304
3.199	0.01333	0.40866	3.98635	-0.00996
3.2	0.01238	0.40886	3.69099	-0.00646
3.201	0.01131	0.40904	3.3974	-0.00286
3.202	0.01039	0.40921	3.10056	0.00043
3.203	0.00941	0.40938	2.80096	0.00314
3.204	0.0084	0.40954	2.50338	0.005
3.205	0.00748	0.40969	2.20048	0.00605
3.206	0.00652	0.40983	1.90054	0.00617
3.207	0.00556	0.40994	1.58208	0.00556
3.208	0.00463	0.41002	1.27435	0.00443
3.209	0.00369	0.41005	0.948	0.003
3.21	0.00281	0.41002	0.58024	0.00154
3.211	0.00189	0.4099	0.18539	0.00035
3.212	0.00107	0.4097	5.8712	-0.00043
3.213	0.00069	0.4094	4.64993	-0.00068
3.214	0.0012	0.40899	3.3871	-0.00029
3.215	0.00198	0.40847	2.8459	0.00058
3.216	0.00283	0.40783	2.45321	0.0018
3.217	0.00376	0.4071	2.09643	0.00325
3.218	0.00459	0.40629	1.77319	0.0045
3.219	0.0055	0.4054	1.44544	0.00546
3.22	0.00635	0.40447	1.14398	0.00578
3.221	0.00723	0.40353	0.83116	0.00534
3.222	0.00807	0.40259	0.52101	0.00402
3.223	0.00889	0.40169	0.22309	0.00197
3.224	0.00971	0.40087	6.19586	-0.00085
3.225	0.01055	0.40015	5.89459	-0.004
3.226	0.01129	0.39956	5.58656	-0.00724
3.227	0.01208	0.39913	5.2846	-0.01016
3.228	0.01286	0.39888	4.98	-0.0124
3.229	0.01355	0.39883	4.67151	-0.01354
3.23	0.01428	0.39898	4.3695	-0.01345
3.231	0.01498	0.39934	4.06494	-0.01195
3.232	0.01563	0.39991	3.75507	-0.009
3.233	0.01627	0.40066	3.45441	-0.00501
3.234	0.01689	0.40158	3.14629	-0.00008
3.235	0.01752	0.40263	2.84117	0.00518
3.236	0.01807	0.40379	2.53579	0.01029
3.237	0.01861	0.405	2.2314	0.0147
3.238	0.01923	0.40624	1.92801	0.01802
3.239	0.01966	0.40744	1.62295	0.01963
3.24	0.02019	0.40858	1.32075	0.01956
3.241	0.02062	0.40961	1.0195	0.01757
3.242	0.02105	0.4105	0.71486	0.0138
3.243	0.02143	0.41121	0.41313	0.0086
3.244	0.02175	0.41172	0.1123	0.00244
3.245	0.0221	0.412	6.09023	-0.00424
3.246	0.02236	0.41206	5.7882	-0.01062
3.247	0.02257	0.41189	5.4837	-0.01618
3.248	0.02284	0.41148	5.18019	-0.02039
3.249	0.02296	0.41086	4.87356	-0.02266
3.25	0.02309	0.41004	4.56722	-0.02284
3.251	0.02322	0.40906	4.26075	-0.02089
3.252	0.02323	0.40795	3.95095	-0.01682
3.253	0.02329	0.40674	3.64034	-0.01114
3.254	0.02323	0.40549	3.32943	-0.00434
3.255	0.02321	0.40424	3.01626	0.0029
3.256	0.02314	0.40303	2.69984	0.00989
3.257	0.02295	0.40192	2.38554	0.01574
3.258	0.02287	0.40095	2.06716	0.02011
3.259	0.02266	0.40014	1.74838	0.0223
3.26	0.02242	0.39954	1.42803	0.02219
3.261	0.02218	0.39917	1.10732	0.01984
3.262	0.0219	0.39903	0.78597	0.01549
3.263	0.02156	0.39913	0.45922	0.00956
3.264	0.02122	0.39948	0.13844	0.00293
3.265	0.02083	0.40004	6.09439	-0.00391
3.266	0.02045	0.4008	5.76689	-0.01009
3.267	0.01998	0.40173	5.44031	-0.01491
3.268	0.01953	0.40279	5.1105	-0.018
3.269	0.01909	0.40395	4.78016	-0.01905
3.27	0.01854	0.40517	4.44764	-0.0179
3.271	0.01809	0.4064	4.11236	-0.01493
3.272	0.01757	0.4076	3.7795	-0.01046
3.273	0.01708	0.40872	3.43648	-0.00496
3.274	0.01657	0.40974	3.09735	0.00073
3.275	0.01609	0.41061	2.75484	0.00607
3.276	0.01566	0.41132	2.40494	0.01052
3.277	0.01519	0.41185	2.05776	0.01343
3.278	0.01476	0.41218	1.70217	0.01463
3.279	0.01443	0.4123	1.34811	0.01407
3.28	0.01404	0.41223	0.98482	0.0117
3.281	0.01375	0.41198	0.62057	0.008
3.282	0.0135	0.41155	0.2553	0.00341
3.283	0.01332	0.41096	6.16532	-0.00157
3.284	0.0132	0.41025	5.79059	-0.00624
3.285	0.01309	0.40943	5.41911	-0.00995
3.286	0.01317	0.40853	5.04023	-0.01246
3.287	0.01321	0.40758	4.66426	-0.0132
3.288	0.01335	0.4066	4.28682	-0.01216
3.289	0.01357	0.40563	3.91334	-0.00946
3.29	0.01387	0.4047	3.5418	-0.00541
3.291	0.01422	0.40382	3.16667	-0.00036
3.292	0.01462	0.40301	2.80618	0.00481
3.293	0.01511	0.40229	2.4409	0.00974
3.294	0.01563	0.40167	2.08166	0.01363
3.295	0.01615	0.40116	1.73037	0.01595
3.296	0.01675	0.40075	1.37772	0.01644
3.297	0.01737	0.40045	1.03408	0.01493
3.298	0.01797	0.40025	0.68866	0.01142
3.299	0.01861	0.40013	0.3505	0.00639
3.3	0.01925	0.40009	0.01615	0.00031
3.301	0.01991	0.40012	5.96282	-0.00627
3.302	0.02057	0.4002	5.63408	-0.01243
3.303	0.02118	0.40034	5.30673	-0.01755
3.304	0.02191	0.40052	4.97962	-0.02113
3.305	0.02248	0.40074	4.65692	-0.02245
3.306	0.02314	0.40099	4.33504	-0.02151
3.307	0.02379	0.40129	4.01611	-0.01825
3.308	0.02438	0.40163	3.69754	-0.01287
3.309	0.02499	0.40201	3.37971	-0.00589
3.31	0.02559	0.40245	3.06807	0.00188
3.311	0.02619	0.40294	2.75086	0.00997
3.312	0.02675	0.40348	2.44061	0.01725
3.313	0.0273	0.40409	2.1299	0.02314
3.314	0.02786	0.40476	1.81965	0.027
3.315	0.0284	0.40549	1.51232	0.02835
3.316	0.02886	0.40629	1.2048	0.02694
3.317	0.02939	0.40715	0.8998	0.02302
3.318	0.02985	0.40805	0.5951	0.01673
3.319	0.03028	0.40899	0.29039	0.00867
3.32	0.03072	0.40995	6.27354	-0.0003
3.321	0.03114	0.4109	5.97058	-0.00958
3.322	0.03149	0.41182	5.66988	-0.01813
3.323	0.03188	0.41269	5.37207	-0.02519
3.324	0.03219	0.41346	5.07234	-0.03013
3.325	0.03256	0.41412	4.77486	-0.0325
3.326	0.03279	0.41462	4.47739	-0.03189
3.327	0.03311	0.41496	4.18168	-0.02856
3.328	0.03339	0.41509	3.88507	-0.0226
3.329	0.03358	0.41502	3.58987	-0.01455
3.33	0.03385	0.41471	3.29454	-0.00516
3.331	0.03401	0.41417	3.00091	0.00477
3.332	0.0342	0.41339	2.70469	0.01447
3.333	0.03433	0.41237	2.41075	0.02291
3.334	0.03443	0.41113	2.11651	0.02943
3.335	0.03458	0.40969	1.81936	0.03352
3.336	0.03458	0.40808	1.52469	0.03455
3.337	0.03462	0.40632	1.22822	0.03261
3.338	0.03471	0.40446	0.93074	0.02784
3.339	0.03462	0.40255	0.63283	0.02047
3.34	0.03461	0.40065	0.33456	0.01136
3.341	0.03455	0.3988	0.03593	0.00124
3.342	0.03439	0.39706	6.01798	-0.00901
3.343	0.0343	0.3955	5.71751	-0.01839
3.344	0.03407	0.39416	5.41684	-0.02596
3.345	0.03391	0.39309	5.1133	-0.03122
3.346	0.03363	0.39233	4.81059	-0.03347
3.347	0.03334	0.39191	4.50811	-0.03265
3.348	0.03309	0.39185	4.20328	-0.02889
3.349	0.03272	0.39215	3.90121	-0.02253
3.35	0.03235	0.39281	3.59603	-0.0142
3.351	0.03198	0.3938	3.29567	-0.00491
3.352	0.03156	0.39512	2.99227	0.0047
3.353	0.03107	0.3967	2.69076	0.01354
3.354	0.0306	0.39852	2.3928	0.02083
3.355	0.03007	0.40051	2.09193	0.02608
3.356	0.02951	0.40263	1.79455	0.02878
3.357	0.02889	0.4048	1.49964	0.02882
3.358	0.02828	0.40697	1.20308	0.02639
3.359	0.0276	0.40908	0.91049	0.0218
3.36	0.02686	0.41106	0.61729	0.01555
3.361	0.02611	0.41286	0.32703	0.00839
3.362	0.02535	0.41445	0.03717	0.00094
3.363	0.02444	0.41577	6.0293	-0.00614
3.364	0.02363	0.41681	5.74374	-0.01214
3.365	0.02269	0.41754	5.45524	-0.01671
3.366	0.02176	0.41796	5.16799	-0.01954
3.367	0.02078	0.41807	4.88329	-0.02048
3.368	0.01977	0.41787	4.59966	-0.01965
3.369	0.01879	0.41738	4.31379	-0.01732
3.37	0.01766	0.41663	4.03425	-0.01375
3.371	0.01662	0.41562	3.75268	-0.00954
3.372	0.01555	0.4144	3.47519	-0.00509
3.373	0.01437	0.41301	3.19915	-0.00083
3.374	0.01327	0.41147	2.92833	0.00281
3.375	0.01213	0.40985	2.66384	0.00558
3.376	0.01095	0.40818	2.40214	0.00738
3.377	0.00984	0.4065	2.1557	0.0082
3.378	0.00866	0.40488	1.92485	0.00812
3.379	0.00761	0.40335	1.70862	0.00754
3.38	0.00655	0.40194	1.52887	0.00655
3.381	0.00562	0.40069	1.40076	0.00554
3.382	0.00497	0.39963	1.30924	0.0048
3.383	0.00453	0.39876	1.30419	0.00437
3.384	0.00457	0.3981	1.30605	0.00442
3.385	0.00503	0.39764	1.28028	0.00482
3.386	0.00579	0.39738	1.2027	0.0054
3.387	0.00675	0.39732	1.0661	0.00591
3.388	0.00795	0.39742	0.87484	0.0061
3.389	0.00908	0.39768	0.66432	0.0056
3.39	0.01038	0.39808	0.42661	0.0043
3.391	0.0117	0.3986	0.17491	0.00204
3.392	0.01297	0.39921	6.19616	-0.00113
3.393	0.01431	0.39991	5.92514	-0.00502
3.394	0.01567	0.40067	5.652	-0.00925
3.395	0.01695	0.40147	5.36943	-0.01342
3.396	0.01831	0.40229	5.08639	-0.01705
3.397	0.0196	0.40312	4.80258	-0.01952
3.398	0.02095	0.40393	4.51137	-0.02053
3.399	0.02222	0.40473	4.22302	-0.01961
3.4	0.02351	0.40549	3.933	-0.01672
3.401	0.02483	0.40621	3.63952	-0.01186
3.402	0.02606	0.40689	3.3493	-0.00537
3.403	0.02729	0.40752	3.05477	0.00237
3.404	0.02854	0.40811	2.76358	0.01054
3.405	0.0297	0.40865	2.46862	0.01852
3.406	0.03087	0.40915	2.17493	0.0254
3.407	0.032	0.40959	1.88232	0.03046
3.408	0.03308	0.40997	1.587	0.03308
3.409	0.03415	0.41029	1.29229	0.03284
3.41	0.03514	0.41054	0.99935	0.02955
3.411	0.03616	0.4107	0.70361	0.0234
3.412	0.03708	0.41076	0.40947	0.01476
3.413	0.03797	0.41073	0.11444	0.00434
3.414	0.03884	0.41058	6.10318	-0.00695
3.415	0.03968	0.41032	5.80814	-0.01815
3.416	0.0404	0.40995	5.51175	-0.02816
3.417	0.04119	0.40946	5.21782	-0.03604
3.418	0.04188	0.40886	4.92095	-0.04098
3.419	0.04251	0.40816	4.62492	-0.04235
3.42	0.04317	0.40737	4.32931	-0.04004
3.421	0.04372	0.4065	4.03241	-0.03399
3.422	0.04432	0.40556	3.73557	-0.0248
3.423	0.04476	0.40458	3.43876	-0.01311
3.424	0.04523	0.40359	3.14154	0
3.425	0.0457	0.40259	2.84339	0.01343
3.426	0.04601	0.40164	2.5455	0.02583
3.427	0.04639	0.40076	2.2469	0.03619
3.428	0.04669	0.39998	1.94909	0.04339
3.429	0.04693	0.39934	1.64872	0.04678
3.43	0.04716	0.39885	1.35049	0.04602
3.431	0.04732	0.39856	1.0516	0.04108
3.432	0.04747	0.39847	0.75124	0.0324
3.433	0.04756	0.3986	0.4526	0.0208
3.434	0.04757	0.39896	0.15347	0.00727
3.435	0.04769	0.39953	6.13743	-0.00693
3.436	0.04758	0.40032	5.83902	-0.02044
3.437	0.04757	0.4013	5.54077	-0.03216
3.438	0.04753	0.40245	5.2438	-0.04097
3.439	0.0474	0.40372	4.94685	-0.0461
3.44	0.04728	0.4051	4.65058	-0.04719
3.441	0.04711	0.40654	4.35741	-0.04417
3.442	0.04695	0.40798	4.06179	-0.03736
3.443	0.04671	0.4094	3.7697	-0.02745
3.444	0.04642	0.41073	3.4781	-0.01533
3.445	0.04619	0.41194	3.18625	-0.00206
3.446	0.04583	0.41297	2.89591	0.01115
3.447	0.04548	0.4138	2.60643	0.02319
3.448	0.04513	0.41438	2.31706	0.03314
3.449	0.04469	0.4147	2.02861	0.04009
3.45	0.04425	0.41472	1.73896	0.04363
3.451	0.04378	0.41446	1.45204	0.04347
3.452	0.04329	0.4139	1.1625	0.03973
3.453	0.04273	0.41306	0.87346	0.03275
3.454	0.04219	0.41196	0.58513	0.0233
3.455	0.04159	0.41063	0.29434	0.01206
3.456	0.04102	0.4091	0.00436	0.00018
3.457	0.04033	0.40742	5.99571	-0.01144
3.458	0.03971	0.40562	5.70431	-0.02172
3.459	0.03908	0.40377	5.41097	-0.02993
3.46	0.03831	0.40192	5.11683	-0.03522
3.461	0.03765	0.40012	4.82332	-0.03742
3.462	0.0369	0.39843	4.52773	-0.03628
3.463	0.03612	0.39691	4.23072	-0.03201
3.464	0.03536	0.39561	3.93539	-0.02521
3.465	0.03452	0.39458	3.63828	-0.01645
3.466	0.03371	0.39385	3.33949	-0.00663
3.467	0.03283	0.39345	3.0435	0.00321
3.468	0.03193	0.3934	2.74509	0.01233
3.469	0.03106	0.3937	2.44849	0.01985
3.47	0.03006	0.39434	2.15113	0.02514
3.471	0.0291	0.3953	1.85549	0.02793
3.472	0.02815	0.39654	1.56111	0.02815
3.473	0.02705	0.39803	1.26585	0.0258
3.474	0.02605	0.39972	0.97328	0.02154
3.475	0.02492	0.40157	0.68303	0.01573
3.476	0.02388	0.40351	0.39089	0.0091
3.477	0.02273	0.40549	0.10288	0.00233
3.478	0.02159	0.40747	6.10129	-0.0039
3.479	0.02049	0.40939	5.81365	-0.00927
3.48	0.01929	0.4112	5.53384	-0.01314
3.481	0.01812	0.41287	5.25318	-0.01553
3.482	0.01698	0.41434	4.97781	-0.01638
3.483	0.01574	0.41559	4.70475	-0.01574
3.484	0.01457	0.41658	4.43567	-0.01401
3.485	0.01337	0.4173	4.1765	-0.01149
3.486	0.01218	0.41773	3.91975	-0.00855
3.487	0.01099	0.41786	3.67059	-0.00555
3.488	0.00982	0.41771	3.44678	-0.00295
3.489	0.00871	0.41727	3.22231	-0.0007
3.49	0.00762	0.41659	3.03434	0.00082
3.491	0.00662	0.41566	2.87592	0.00174
3.492	0.00581	0.41454	2.75906	0.00217
3.493	0.00523	0.41325	2.68945	0.00228
3.494	0.0049	0.41182	2.67397	0.00221
3.495	0.00509	0.41028	2.64364	0.00243
3.496	0.00552	0.40867	2.59915	0.00285
3.497	0.00626	0.40701	2.49999	0.00375
3.498	0.00722	0.40534	2.3455	0.00516
3.499	0.00825	0.40368	2.16184	0.00685
3.5	0.00935	0.40206	1.94348	0.00871
3.501	0.01056	0.40052	1.70798	0.01046
3.502	0.01172	0.39908	1.45793	0.01165
3.503	0.01292	0.39778	1.19177	0.01201
3.504	0.01414	0.39663	0.9247	0.01129
3.505	0.01535	0.39566	0.6452	0.00923
3.506	0.01655	0.39488	0.35948	0.00582
3.507	0.01773	0.3943	0.07713	0.00137
3.508	0.01894	0.39394	6.06562	-0.00409
3.509	0.02011	0.39379	5.77348	-0.00981
3.51	0.02127	0.39384	5.47916	-0.01532
3.511	0.02243	0.39409	5.18233	-0.02
3.512	0.0236	0.39453	4.88513	-0.02325
3.513	0.02464	0.39516	4.58592	-0.02444
3.514	0.02579	0.39598	4.2894	-0.02352
3.515	0.02681	0.39696	3.9892	-0.0201
3.516	0.02781	0.3981	3.68986	-0.01449
3.517	0.02881	0.39939	3.39096	-0.00711
3.518	0.02972	0.40081	3.09222	0.00147
3.519	0.03064	0.40234	2.79133	0.01051
3.52	0.03146	0.40395	2.49331	0.01899
3.521	0.03225	0.40562	2.19386	0.02619
3.522	0.03308	0.40731	1.89475	0.03136
3.523	0.03371	0.40899	1.59583	0.0337
3.524	0.03441	0.41062	1.29769	0.03314
3.525	0.03509	0.41217	0.9991	0.02951
3.526	0.03561	0.41362	0.70089	0.02297
3.527	0.03623	0.41493	0.40304	0.01421
3.528	0.03671	0.41607	0.10701	0.00392
3.529	0.03723	0.41702	6.09134	-0.0071
3.53	0.03764	0.41775	5.79591	-0.01762
3.531	0.03803	0.41826	5.50022	-0.02682
3.532	0.03841	0.41851	5.20277	-0.03388
3.533	0.03869	0.41849	4.90799	-0.03795
3.534	0.03894	0.41819	4.6111	-0.03874
3.535	0.03921	0.41761	4.31623	-0.03617
3.536	0.03933	0.41674	4.01917	-0.03025
3.537	0.03947	0.4156	3.72208	-0.02165
3.538	0.03955	0.4142	3.42635	-0.01111
3.539	0.0396	0.41257	3.12734	0.00056
3.54	0.03958	0.41074	2.82812	0.0122
3.541	0.0395	0.40876	2.53008	0.02267
3.542	0.03947	0.40666	2.22762	0.03125
3.543	0.03929	0.40451	1.92615	0.03683
3.544	0.03912	0.40235	1.62345	0.03906
3.545	0.03894	0.40024	1.31804	0.03771
3.546	0.03871	0.39823	1.01325	0.03284
3.547	0.03844	0.39638	0.70529	0.02492
3.548	0.03817	0.39473	0.399	0.01483
3.549	0.03789	0.39335	0.08973	0.0034
3.55	0.03753	0.39226	6.06303	-0.0082
3.551	0.0372	0.3915	5.75506	-0.01875
3.552	0.03679	0.39112	5.44428	-0.02737
3.553	0.03642	0.3911	5.13441	-0.03322
3.554	0.03593	0.39147	4.8245	-0.0357
3.555	0.03548	0.39221	4.5151	-0.03479
3.556	0.03502	0.3933	4.20548	-0.03061
3.557	0.03442	0.3947	3.89639	-0.02358
3.558	0.03392	0.39636	3.58798	-0.01464
3.559	0.03336	0.39824	3.28127	-0.00464
3.56	0.03273	0.40028	2.97206	0.00552
3.561	0.03214	0.40241	2.6674	0.01468
3.562	0.0315	0.40457	2.36091	0.02217
3.563	0.03088	0.40671	2.05465	0.02733
3.564	0.03021	0.40876	1.75025	0.02973
3.565	0.02952	0.41068	1.44508	0.02928
3.566	0.02895	0.41242	1.14005	0.02631
3.567	0.0282	0.41394	0.83518	0.02091
3.568	0.02758	0.41519	0.53067	0.01396
3.569	0.02693	0.41617	0.22706	0.00606
3.57	0.02623	0.41683	6.20344	-0.00209
3.571	0.02557	0.41718	5.89826	-0.0096
3.572	0.0249	0.4172	5.59399	-0.01583
3.573	0.02423	0.41691	5.28388	-0.02038
3.574	0.02355	0.41631	4.97685	-0.02273
3.575	0.02283	0.41543	4.66639	-0.0228
3.576	0.02221	0.4143	4.35422	-0.0208
3.577	0.02148	0.41296	4.03914	-0.01679
3.578	0.02078	0.41144	3.72235	-0.0114
3.579	0.02015	0.40981	3.4023	-0.00519
3.58	0.01943	0.40809	3.07923	0.00121
3.581	0.01881	0.40636	2.75045	0.00717
3.582	0.01813	0.40464	2.42182	0.01195
3.583	0.01755	0.40299	2.08665	0.01526
3.584	0.01696	0.40145	1.74532	0.0167
3.585	0.01635	0.40005	1.40627	0.01613
3.586	0.01589	0.39884	1.05744	0.01384
3.587	0.01539	0.39784	0.70738	0.01
3.588	0.01491	0.39707	0.3533	0.00516
3.589	0.01453	0.39655	6.27918	-0.00006
3.59	0.01418	0.39629	5.92027	-0.00503
3.591	0.01385	0.39629	5.55185	-0.00925
3.592	0.01358	0.39655	5.18995	-0.01206
3.593	0.01336	0.39704	4.82024	-0.01328
3.594	0.01324	0.39775	4.44816	-0.01278
3.595	0.01309	0.39864	4.07855	-0.01055
3.596	0.01304	0.39969	3.70678	-0.00699
3.597	0.01311	0.40085	3.33553	-0.00253
3.598	0.0131	0.4021	2.96351	0.00232
3.599	0.01328	0.40339	2.59437	0.00691
3.6	0.01342	0.40469	2.22942	0.01061
3.601	0.01369	0.40597	1.86042	0.01312
3.602	0.01396	0.40721	1.49876	0.01393
3.603	0.01429	0.40838	1.14323	0.013
3.604	0.01474	0.40946	0.78492	0.01042
3.605	0.01511	0.41042	0.4374	0.0064
3.606	0.01558	0.41126	0.08922	0.00139
3.607	0.01607	0.41194	6.03268	-0.00398
3.608	0.01652	0.41246	5.69255	-0.0092
3.609	0.01702	0.41282	5.35544	-0.01362
3.61	0.01748	0.41299	5.02442	-0.01664
3.611	0.01798	0.41297	4.69279	-0.01797
3.612	0.01847	0.41277	4.3617	-0.01735
