Time (Myr BP)	Eccentricity	Obliquity (radians)	Perihelion longitude (radians)	Precessional index
1.264	0.03589	0.39509	4.62267	-0.03575
1.265	0.03551	0.39662	4.31059	-0.03268
1.266	0.03521	0.39841	4.00001	-0.02664
1.267	0.03476	0.40045	3.68891	-0.01809
1.268	0.03424	0.40267	3.38094	-0.00812
1.269	0.0338	0.40503	3.07361	0.0023
1.27	0.03315	0.40748	2.76672	0.01214
1.271	0.03256	0.40997	2.46078	0.02049
1.272	0.03189	0.41243	2.15696	0.02657
1.273	0.0312	0.41482	1.85332	0.02996
1.274	0.03048	0.41708	1.54882	0.03047
1.275	0.02968	0.41917	1.24864	0.02816
1.276	0.02894	0.42104	0.94557	0.02347
1.277	0.02813	0.42264	0.64532	0.01692
1.278	0.02727	0.42394	0.34575	0.00924
1.279	0.02642	0.42489	0.04483	0.00118
1.28	0.02556	0.42546	6.03063	-0.00639
1.281	0.02464	0.42562	5.72903	-0.01296
1.282	0.02371	0.42536	5.43241	-0.01782
1.283	0.02276	0.42466	5.13415	-0.02076
1.284	0.02178	0.42355	4.83193	-0.02163
1.285	0.02074	0.42202	4.53473	-0.02041
1.286	0.01969	0.42013	4.23432	-0.01749
1.287	0.01866	0.4179	3.92849	-0.01321
1.288	0.01747	0.41541	3.62698	-0.00815
1.289	0.01639	0.41269	3.31737	-0.00287
1.29	0.01523	0.40984	3.00847	0.00202
1.291	0.01404	0.4069	2.69114	0.00611
1.292	0.01286	0.40396	2.37009	0.00897
1.293	0.0117	0.40109	2.04862	0.01039
1.294	0.0105	0.39836	1.70797	0.01041
1.295	0.00935	0.39584	1.36859	0.00916
1.296	0.00817	0.39362	1.01141	0.00692
1.297	0.00709	0.39174	0.63735	0.00422
1.298	0.00598	0.39027	0.23855	0.00141
1.299	0.00494	0.38927	6.07885	-0.001
1.3	0.0041	0.38875	5.58602	-0.00263
1.301	0.00342	0.38875	4.99247	-0.00329
1.302	0.00314	0.38925	4.29957	-0.00288
1.303	0.00326	0.39024	3.62209	-0.00151
1.304	0.00394	0.39167	3.0043	0.00054
1.305	0.00477	0.39349	2.48112	0.00293
1.306	0.00578	0.39564	2.03157	0.00518
1.307	0.00694	0.39803	1.62902	0.00693
1.308	0.00808	0.4006	1.26173	0.0077
1.309	0.00937	0.40325	0.90287	0.00736
1.31	0.01056	0.40592	0.5693	0.00569
1.311	0.01185	0.40855	0.24322	0.00285
1.312	0.01316	0.41105	6.20671	-0.00101
1.313	0.01438	0.41338	5.89519	-0.00544
1.314	0.01568	0.41549	5.58555	-0.01008
1.315	0.01698	0.41733	5.28435	-0.01428
1.316	0.01822	0.41887	4.98001	-0.01757
1.317	0.01948	0.42007	4.68128	-0.01947
1.318	0.02072	0.42092	4.38554	-0.01963
1.319	0.02198	0.42141	4.08556	-0.0178
1.32	0.02319	0.42152	3.791	-0.01402
1.321	0.02437	0.42127	3.49527	-0.00844
1.322	0.02565	0.42067	3.19825	-0.00145
1.323	0.02679	0.41976	2.9026	0.00634
1.324	0.028	0.41857	2.60578	0.01429
1.325	0.0292	0.41715	2.30857	0.02161
1.326	0.03036	0.41554	2.01137	0.02746
1.327	0.03157	0.41379	1.71093	0.03126
1.328	0.03271	0.41195	1.41475	0.03232
1.329	0.03393	0.41008	1.11356	0.03045
1.33	0.03506	0.4082	0.81309	0.02546
1.331	0.03621	0.40637	0.51386	0.0178
1.332	0.03735	0.40462	0.21179	0.00785
1.333	0.03847	0.40299	6.19403	-0.00343
1.334	0.0395	0.40151	5.89133	-0.01508
1.335	0.04059	0.4002	5.58938	-0.02595
1.336	0.04161	0.3991	5.28639	-0.03494
1.337	0.04255	0.39822	4.98226	-0.04101
1.338	0.04351	0.39758	4.67947	-0.04349
1.339	0.04444	0.39719	4.37514	-0.04194
1.34	0.04528	0.39704	4.06984	-0.03625
1.341	0.04613	0.39713	3.76672	-0.027
1.342	0.0469	0.39745	3.4611	-0.01473
1.343	0.04773	0.39797	3.15684	-0.00073
1.344	0.04842	0.39869	2.8521	0.01382
1.345	0.04911	0.39957	2.54856	0.02745
1.346	0.04987	0.40059	2.24448	0.03897
1.347	0.05042	0.40172	1.94101	0.047
1.348	0.0511	0.40295	1.63872	0.05098
1.349	0.05163	0.40425	1.33724	0.05023
1.35	0.05215	0.4056	1.03476	0.04484
1.351	0.05265	0.40697	0.73449	0.03529
1.352	0.05305	0.40834	0.43472	0.02234
1.353	0.05349	0.4097	0.13465	0.00718
1.354	0.05378	0.41101	6.11947	-0.00877
1.355	0.05403	0.41224	5.82079	-0.0241
1.356	0.05434	0.41337	5.52362	-0.03742
1.357	0.05443	0.41438	5.22598	-0.04741
1.358	0.05454	0.41524	4.92908	-0.05327
1.359	0.05462	0.41593	4.6332	-0.05445
1.36	0.05457	0.41643	4.33609	-0.05076
1.361	0.05453	0.41673	4.04015	-0.04266
1.362	0.05434	0.41682	3.74439	-0.03081
1.363	0.05421	0.41669	3.44753	-0.01633
1.364	0.05395	0.41634	3.15074	-0.00049
1.365	0.05362	0.41576	2.8553	0.01514
1.366	0.05335	0.41496	2.55747	0.02942
1.367	0.0529	0.41395	2.26081	0.0408
1.368	0.0525	0.41272	1.96324	0.04851
1.369	0.052	0.4113	1.66605	0.05177
1.37	0.05147	0.40971	1.3683	0.05042
1.371	0.05085	0.40799	1.06871	0.04458
1.372	0.05022	0.40616	0.77092	0.03499
1.373	0.04952	0.40429	0.4711	0.02248
1.374	0.04877	0.4024	0.17043	0.00827
1.375	0.04792	0.40058	6.15368	-0.00619
1.376	0.04707	0.39887	5.85209	-0.01967
1.377	0.04616	0.39732	5.55014	-0.03089
1.378	0.04513	0.39599	5.24817	-0.03881
1.379	0.04411	0.39491	4.94479	-0.04292
1.38	0.04307	0.39413	4.64264	-0.04296
1.381	0.04189	0.39367	4.33771	-0.03898
1.382	0.04076	0.39357	4.03601	-0.03179
1.383	0.03957	0.39383	3.73239	-0.02204
1.384	0.03834	0.39446	3.42935	-0.01088
1.385	0.03712	0.39546	3.12897	0.00047
1.386	0.03579	0.39682	2.82862	0.01102
1.387	0.03457	0.3985	2.52933	0.01987
1.388	0.03319	0.40047	2.23267	0.02618
1.389	0.03185	0.40268	1.93748	0.02974
1.39	0.03055	0.40507	1.64618	0.03046
1.391	0.02912	0.40757	1.35459	0.02845
1.392	0.02774	0.41011	1.06846	0.02431
1.393	0.02637	0.41261	0.78684	0.01868
1.394	0.02491	0.41501	0.50394	0.01203
1.395	0.0235	0.41723	0.2299	0.00535
1.396	0.02202	0.41922	6.24102	-0.00093
1.397	0.02059	0.42092	5.97276	-0.00629
1.398	0.01912	0.4223	5.71077	-0.01036
1.399	0.01762	0.42332	5.45412	-0.01299
1.4	0.01625	0.42395	5.20296	-0.01433
1.401	0.01477	0.42418	4.9609	-0.01432
1.402	0.01341	0.42401	4.72835	-0.01341
1.403	0.01211	0.42342	4.50851	-0.01186
1.404	0.01087	0.42244	4.30601	-0.00998
1.405	0.00975	0.42106	4.1165	-0.00807
1.406	0.00878	0.41932	3.96771	-0.00646
1.407	0.00803	0.41726	3.82899	-0.00509
1.408	0.0075	0.41492	3.72198	-0.00411
1.409	0.00733	0.41235	3.64061	-0.00351
1.41	0.00744	0.40963	3.54366	-0.00291
1.411	0.00786	0.40683	3.43622	-0.00228
1.412	0.00854	0.40403	3.30903	-0.00142
1.413	0.00941	0.40131	3.1362	0.00005
1.414	0.01043	0.39875	2.9506	0.00198
1.415	0.01151	0.39641	2.73789	0.00452
1.416	0.01272	0.39436	2.50698	0.00754
1.417	0.01396	0.39265	2.26313	0.01074
1.418	0.01516	0.3913	2.01106	0.01371
1.419	0.0165	0.39036	1.74854	0.01624
1.42	0.01773	0.38983	1.48186	0.01766
1.421	0.01899	0.38971	1.20725	0.01775
1.422	0.02026	0.39002	0.93257	0.01627
1.423	0.0215	0.39073	0.65251	0.01306
1.424	0.0227	0.39182	0.36883	0.00818
1.425	0.02391	0.39327	0.08756	0.00209
1.426	0.02509	0.39502	6.0844	-0.00495
1.427	0.02626	0.39703	5.79734	-0.01226
1.428	0.02736	0.39925	5.51297	-0.01905
1.429	0.02852	0.4016	5.2244	-0.02486
1.43	0.02961	0.40402	4.93726	-0.02886
1.431	0.03069	0.40646	4.65107	-0.03063
1.432	0.03176	0.40885	4.36275	-0.02984
1.433	0.03285	0.41113	4.07751	-0.02645
1.434	0.03387	0.41327	3.78856	-0.02042
1.435	0.03493	0.41521	3.50411	-0.01239
1.436	0.03598	0.41695	3.21812	-0.00275
1.437	0.03696	0.41845	2.93091	0.00773
1.438	0.03799	0.41969	2.64693	0.01804
1.439	0.03894	0.42068	2.36155	0.02738
1.44	0.03994	0.42139	2.07586	0.03495
1.441	0.0408	0.42184	1.79101	0.03982
1.442	0.04169	0.42201	1.50569	0.0416
1.443	0.04262	0.4219	1.21985	0.04003
1.444	0.04335	0.42153	0.93354	0.03484
1.445	0.04418	0.42089	0.64692	0.02663
1.446	0.04495	0.42	0.36007	0.01584
1.447	0.04563	0.41889	0.0708	0.00323
1.448	0.04634	0.41757	6.06561	-0.01
1.449	0.04695	0.41607	5.77558	-0.02282
1.45	0.04758	0.41441	5.48328	-0.03413
1.451	0.04818	0.41264	5.19148	-0.04276
1.452	0.04866	0.41078	4.89738	-0.04783
1.453	0.04927	0.40887	4.60296	-0.04897
1.454	0.0497	0.40693	4.30574	-0.04564
1.455	0.05017	0.40499	4.00895	-0.03826
1.456	0.05066	0.40309	3.71094	-0.02731
1.457	0.05102	0.40126	3.41142	-0.0136
1.458	0.05143	0.39952	3.11069	0.00159
1.459	0.05174	0.39791	2.81082	0.01681
1.46	0.05209	0.39647	2.50823	0.03083
1.461	0.05231	0.39522	2.20563	0.04212
1.462	0.0525	0.39421	1.9028	0.04963
1.463	0.05271	0.39345	1.59825	0.05269
1.464	0.05281	0.39298	1.29362	0.05079
1.465	0.05283	0.39281	0.98883	0.04414
1.466	0.05289	0.39295	0.68303	0.03338
1.467	0.05283	0.39339	0.3777	0.01948
1.468	0.05276	0.39414	0.07111	0.00375
1.469	0.05259	0.39518	6.0492	-0.01219
1.47	0.05245	0.39649	5.74364	-0.02695
1.471	0.0522	0.39804	5.43659	-0.0391
1.472	0.05195	0.3998	5.13344	-0.04741
1.473	0.05163	0.40174	4.82787	-0.05129
1.474	0.0513	0.40382	4.52421	-0.05039
1.475	0.05089	0.40599	4.22119	-0.04487
1.476	0.05045	0.40821	3.9189	-0.03538
1.477	0.05002	0.41041	3.61823	-0.02295
1.478	0.04941	0.41255	3.31697	-0.00862
1.479	0.04887	0.41457	3.01758	0.00604
1.48	0.04824	0.41642	2.71946	0.01976
1.481	0.04754	0.41804	2.41996	0.0314
1.482	0.04682	0.41941	2.12315	0.03986
1.483	0.046	0.42047	1.8259	0.04451
1.484	0.04522	0.42121	1.52791	0.04518
1.485	0.0443	0.42161	1.23155	0.04177
1.486	0.04334	0.42165	0.93329	0.03483
1.487	0.04243	0.42135	0.63615	0.02521
1.488	0.04138	0.4207	0.33674	0.01367
1.489	0.04032	0.41972	0.03759	0.00152
1.49	0.0393	0.41843	6.02196	-0.01015
1.491	0.03814	0.41686	5.7183	-0.02041
1.492	0.03704	0.41503	5.41751	-0.02821
1.493	0.03586	0.41301	5.11371	-0.03301
1.494	0.0347	0.41082	4.80878	-0.03454
1.495	0.03351	0.40854	4.50186	-0.03277
1.496	0.03223	0.40623	4.19512	-0.02801
1.497	0.03106	0.40395	3.88603	-0.02104
1.498	0.02974	0.40177	3.57529	-0.0125
1.499	0.02844	0.39976	3.26293	-0.00344
1.5	0.02716	0.39798	2.95059	0.00516
1.501	0.02581	0.39648	2.63507	0.01252
1.502	0.02446	0.39532	2.31802	0.01794
1.503	0.0231	0.3945	2.00174	0.02098
1.504	0.02171	0.39406	1.68234	0.02158
1.505	0.02035	0.39401	1.36027	0.0199
1.506	0.01888	0.39432	1.03965	0.01627
1.507	0.01754	0.39499	0.71414	0.01149
1.508	0.01612	0.39599	0.38649	0.00608
1.509	0.01471	0.39728	0.05704	0.00084
1.51	0.01336	0.39882	6.00338	-0.00369
1.511	0.012	0.40057	5.66885	-0.00692
1.512	0.01069	0.40248	5.31517	-0.00881
1.513	0.00938	0.40447	4.96537	-0.00908
1.514	0.00814	0.40649	4.59667	-0.00808
1.515	0.00699	0.40848	4.2015	-0.0061
1.516	0.00583	0.41038	3.78495	-0.0035
1.517	0.00485	0.41212	3.31595	-0.00084
1.518	0.00412	0.41367	2.78296	0.00145
1.519	0.00361	0.41498	2.15211	0.00302
1.52	0.00361	0.41603	1.50807	0.0036
1.521	0.00398	0.41679	0.88912	0.00309
1.522	0.00472	0.41727	0.35029	0.00162
1.523	0.0056	0.41745	6.17133	-0.00062
1.524	0.00654	0.41735	5.74815	-0.00334
1.525	0.0076	0.41698	5.37461	-0.006
1.526	0.00865	0.41636	5.00806	-0.00828
1.527	0.00971	0.41551	4.66284	-0.0097
1.528	0.01076	0.41447	4.33058	-0.00998
1.529	0.01177	0.41325	4.00034	-0.00891
1.53	0.01285	0.41189	3.67979	-0.00659
1.531	0.01375	0.41044	3.35849	-0.00296
1.532	0.01473	0.40891	3.04542	0.00141
1.533	0.01568	0.40737	2.72919	0.00628
1.534	0.01649	0.40584	2.41428	0.01097
1.535	0.01739	0.40437	2.10342	0.01499
1.536	0.01819	0.40301	1.79131	0.01775
1.537	0.01899	0.40178	1.47591	0.0189
1.538	0.01974	0.40071	1.16692	0.01815
1.539	0.02046	0.39983	0.85398	0.01542
1.54	0.0212	0.39914	0.5419	0.01093
1.541	0.02184	0.39866	0.23021	0.00498
1.542	0.02248	0.39839	6.20176	-0.00183
1.543	0.0232	0.39832	5.89196	-0.00884
1.544	0.02373	0.39843	5.57998	-0.01535
1.545	0.02437	0.39873	5.27006	-0.02068
1.546	0.02493	0.3992	4.96267	-0.02415
1.547	0.02551	0.39982	4.65297	-0.02546
1.548	0.026	0.40059	4.34544	-0.02427
1.549	0.02646	0.40149	4.04078	-0.02071
1.55	0.02696	0.40251	3.73182	-0.01501
1.551	0.02734	0.40362	3.42774	-0.00772
1.552	0.02771	0.40481	3.12227	0.00054
1.553	0.02811	0.40606	2.81743	0.00895
1.554	0.02839	0.40733	2.5126	0.0167
1.555	0.0287	0.4086	2.20858	0.02306
1.556	0.02897	0.40985	1.9053	0.02736
1.557	0.02918	0.41106	1.60179	0.02917
1.558	0.02944	0.4122	1.29669	0.02834
1.559	0.02956	0.41327	0.99529	0.0248
1.56	0.02978	0.41423	0.69137	0.01899
1.561	0.0299	0.41507	0.38678	0.01128
1.562	0.02999	0.41579	0.08442	0.00253
1.563	0.03014	0.41636	6.06292	-0.00659
1.564	0.03023	0.41677	5.76017	-0.0151
1.565	0.03027	0.41701	5.45463	-0.02231
1.566	0.03034	0.41706	5.1519	-0.02745
1.567	0.03041	0.4169	4.84767	-0.03013
1.568	0.03038	0.41653	4.5411	-0.02994
1.569	0.0304	0.41594	4.23878	-0.02705
1.57	0.03036	0.41514	3.93115	-0.02155
1.571	0.03032	0.41412	3.62442	-0.01408
1.572	0.03023	0.4129	3.31769	-0.0053
1.573	0.03012	0.41151	3.00779	0.00402
1.574	0.03005	0.40995	2.69796	0.0129
1.575	0.02987	0.40826	2.38543	0.02049
1.576	0.02974	0.40648	2.07139	0.02609
1.577	0.02957	0.40465	1.75811	0.02905
1.578	0.0294	0.4028	1.43766	0.02914
1.579	0.02919	0.40098	1.12021	0.02628
1.58	0.029	0.39923	0.80001	0.0208
1.581	0.02879	0.39761	0.47455	0.01315
1.582	0.02857	0.39615	0.15142	0.00431
1.583	0.02832	0.39491	6.1063	-0.00498
1.584	0.02817	0.39393	5.7788	-0.01361
1.585	0.02789	0.39325	5.44769	-0.02068
1.586	0.02767	0.3929	5.11641	-0.02544
1.587	0.02748	0.3929	4.78476	-0.02741
1.588	0.02722	0.39327	4.45011	-0.02629
1.589	0.02701	0.394	4.11549	-0.02234
1.59	0.02675	0.39509	3.78177	-0.01598
1.591	0.02655	0.3965	3.44442	-0.00792
1.592	0.02633	0.39821	3.10891	0.00086
1.593	0.02606	0.40016	2.7718	0.00942
1.594	0.02588	0.4023	2.43619	0.01678
1.595	0.02571	0.40458	2.0978	0.02222
1.596	0.02544	0.40695	1.76052	0.02499
1.597	0.02536	0.40933	1.42509	0.02509
1.598	0.02518	0.41168	1.08627	0.02228
1.599	0.02508	0.41393	0.74946	0.01709
1.6	0.025	0.41603	0.41361	0.01005
1.601	0.02493	0.41792	0.07788	0.00194
1.602	0.02496	0.41957	6.02434	-0.00639
1.603	0.0249	0.42091	5.69127	-0.01389
1.604	0.02496	0.42193	5.3568	-0.01995
1.605	0.02502	0.4226	5.0238	-0.02382
1.606	0.02504	0.4229	4.68992	-0.02503
1.607	0.02516	0.42282	4.35715	-0.02359
1.608	0.02524	0.42238	4.02614	-0.01952
1.609	0.02538	0.42158	3.69073	-0.01325
1.61	0.02552	0.42045	3.3595	-0.00552
1.611	0.02566	0.41903	3.02692	0.00294
1.612	0.0259	0.41734	2.69338	0.01123
1.613	0.02605	0.41544	2.36055	0.01834
1.614	0.02625	0.41337	2.02732	0.02357
1.615	0.02656	0.41118	1.69559	0.02636
1.616	0.02672	0.40892	1.36039	0.02613
1.617	0.02702	0.40665	1.02836	0.02314
1.618	0.02726	0.40442	0.69519	0.01746
1.619	0.02754	0.40228	0.36183	0.00975
1.62	0.02783	0.40028	0.02841	0.00079
1.621	0.02802	0.39848	5.98054	-0.00835
1.622	0.02837	0.39692	5.6476	-0.01684
1.623	0.02856	0.39563	5.31631	-0.02351
1.624	0.02878	0.39464	4.9854	-0.02771
1.625	0.02902	0.39397	4.65555	-0.02898
1.626	0.0292	0.39361	4.32566	-0.02705
1.627	0.02937	0.39356	3.9961	-0.02215
1.628	0.02952	0.39381	3.66946	-0.01487
1.629	0.02965	0.39434	3.34212	-0.0059
1.63	0.02979	0.39511	3.01517	0.00376
1.631	0.02982	0.39611	2.69234	0.01295
1.632	0.02994	0.3973	2.36867	0.02091
1.633	0.02997	0.39864	2.04622	0.02665
1.634	0.02998	0.40011	1.72698	0.02962
1.635	0.03	0.40166	1.40691	0.0296
1.636	0.02998	0.40327	1.09226	0.02661
1.637	0.02992	0.4049	0.77361	0.0209
1.638	0.02982	0.40652	0.46176	0.01329
1.639	0.02973	0.4081	0.14996	0.00444
1.64	0.02958	0.40961	6.11985	-0.00481
1.641	0.02937	0.41102	5.81208	-0.01333
1.642	0.02914	0.4123	5.50292	-0.0205
1.643	0.02895	0.41346	5.19484	-0.02564
1.644	0.02859	0.41446	4.88864	-0.02815
1.645	0.02829	0.41531	4.58173	-0.02805
1.646	0.02798	0.416	4.27771	-0.02538
1.647	0.02758	0.41653	3.97188	-0.02036
1.648	0.02719	0.4169	3.66797	-0.01366
1.649	0.02675	0.41709	3.36654	-0.00597
1.65	0.02632	0.41712	3.0606	0.00213
1.651	0.02582	0.41698	2.75996	0.00962
1.652	0.0253	0.41667	2.45822	0.01598
1.653	0.02478	0.4162	2.1548	0.02068
1.654	0.02423	0.41555	1.85456	0.02326
1.655	0.0236	0.41475	1.55078	0.0236
1.656	0.02305	0.4138	1.25254	0.02189
1.657	0.0224	0.41272	0.9484	0.0182
1.658	0.02171	0.41153	0.64751	0.0131
1.659	0.02109	0.41024	0.34815	0.00719
1.66	0.02033	0.40889	0.04504	0.00092
1.661	0.01963	0.4075	6.02685	-0.00498
1.662	0.01883	0.40609	5.72592	-0.00996
1.663	0.01807	0.4047	5.42297	-0.0137
1.664	0.01728	0.40334	5.12038	-0.01586
1.665	0.01639	0.40205	4.81729	-0.0163
1.666	0.01558	0.40085	4.51397	-0.01528
1.667	0.01474	0.39978	4.21071	-0.01292
1.668	0.0138	0.39885	3.90418	-0.00953
1.669	0.01294	0.3981	3.60347	-0.00576
1.67	0.01198	0.39755	3.29781	-0.00186
1.671	0.01107	0.39722	2.99004	0.00167
1.672	0.01008	0.39713	2.68797	0.00442
1.673	0.00912	0.39728	2.38439	0.00626
1.674	0.00818	0.39768	2.07047	0.00718
1.675	0.00711	0.39831	1.77266	0.00697
1.676	0.00616	0.39918	1.46109	0.00612
1.677	0.00514	0.40023	1.15723	0.0047
1.678	0.00407	0.40146	0.84345	0.00304
1.679	0.00305	0.40283	0.52908	0.00154
1.68	0.00199	0.40428	0.21459	0.00042
1.681	0.00092	0.4058	6.06836	-0.0002
1.682	0.00025	0.40733	3.63655	-0.00012
1.683	0.00132	0.40883	2.65251	0.00062
1.684	0.00237	0.41027	2.3254	0.00173
1.685	0.00354	0.41161	2.00132	0.00322
1.686	0.00468	0.41281	1.69148	0.00465
1.687	0.00577	0.41384	1.39751	0.00569
1.688	0.00697	0.41468	1.09647	0.0062
1.689	0.00814	0.41529	0.8038	0.00586
1.69	0.00929	0.41567	0.50345	0.00448
1.691	0.01048	0.4158	0.21407	0.00223
1.692	0.0117	0.41568	6.20442	-0.00092
1.693	0.01287	0.4153	5.90475	-0.00475
1.694	0.01409	0.41469	5.61771	-0.0087
1.695	0.0153	0.41386	5.32065	-0.01255
1.696	0.01654	0.41284	5.02587	-0.01573
1.697	0.01776	0.41166	4.7317	-0.01775
1.698	0.01896	0.41035	4.43543	-0.01824
1.699	0.02026	0.40896	4.13984	-0.01703
1.7	0.02143	0.40753	3.84148	-0.0138
1.701	0.02269	0.4061	3.54352	-0.00888
1.702	0.02393	0.40471	3.24672	-0.00251
1.703	0.02514	0.4034	2.94428	0.00493
1.704	0.02635	0.40221	2.64526	0.01255
1.705	0.02757	0.40118	2.34524	0.01971
1.706	0.02877	0.40032	2.04075	0.02565
1.707	0.02997	0.39968	1.74046	0.02954
1.708	0.03111	0.39926	1.43648	0.03083
1.709	0.03234	0.39907	1.1337	0.0293
1.71	0.03345	0.39913	0.83027	0.02469
1.711	0.0346	0.39941	0.5271	0.0174
1.712	0.03576	0.39992	0.22474	0.00797
1.713	0.03682	0.40063	6.20499	-0.00288
1.714	0.03793	0.40151	5.90205	-0.01411
1.715	0.03895	0.40253	5.60173	-0.02453
1.716	0.04	0.40367	5.2992	-0.03331
1.717	0.04101	0.40488	4.99845	-0.03935
1.718	0.04194	0.40613	4.69854	-0.04194
1.719	0.04294	0.40739	4.39924	-0.04085
1.72	0.04385	0.40861	4.09933	-0.03586
1.721	0.04466	0.40978	3.80139	-0.02737
1.722	0.04559	0.41086	3.50373	-0.01615
1.723	0.04633	0.41183	3.20572	-0.00297
1.724	0.04709	0.41266	2.90864	0.01087
1.725	0.04782	0.41335	2.61179	0.02417
1.726	0.04849	0.41387	2.31564	0.03565
1.727	0.04914	0.41423	2.01786	0.04431
1.728	0.0497	0.4144	1.72272	0.04912
1.729	0.05026	0.41439	1.42584	0.04974
1.73	0.05078	0.41421	1.12932	0.04591
1.731	0.0512	0.41386	0.83348	0.0379
1.732	0.0516	0.41335	0.53622	0.02636
1.733	0.05199	0.4127	0.24037	0.01238
1.734	0.05224	0.41193	6.22552	-0.00301
1.735	0.0525	0.41104	5.92883	-0.01822
1.736	0.05271	0.41007	5.63198	-0.03195
1.737	0.05284	0.40903	5.33251	-0.043
1.738	0.05293	0.40794	5.03551	-0.05019
1.739	0.05293	0.40682	4.73743	-0.05292
1.74	0.05295	0.40569	4.4375	-0.05097
1.741	0.05281	0.40457	4.13968	-0.04438
1.742	0.05269	0.40348	3.83966	-0.03387
1.743	0.05251	0.40244	3.54082	-0.02041
1.744	0.05223	0.40149	3.24115	-0.00519
1.745	0.0519	0.40062	2.94047	0.01037
1.746	0.05157	0.39987	2.64251	0.02468
1.747	0.05112	0.39925	2.34073	0.0367
1.748	0.05064	0.39878	2.042	0.04512
1.749	0.0501	0.39845	1.74261	0.04936
1.75	0.04955	0.39829	1.44273	0.04915
1.751	0.04892	0.3983	1.14426	0.04454
1.752	0.0482	0.39848	0.84608	0.03608
1.753	0.04754	0.39882	0.54818	0.02478
1.754	0.04675	0.39934	0.25116	0.01162
1.755	0.04593	0.40002	6.23802	-0.00207
1.756	0.04513	0.40086	5.94392	-0.01502
1.757	0.04422	0.40185	5.6488	-0.02621
1.758	0.0433	0.40297	5.35652	-0.03463
1.759	0.04239	0.40421	5.06541	-0.03977
1.76	0.04136	0.40555	4.77579	-0.04128
1.761	0.04041	0.40695	4.487	-0.03939
1.762	0.03929	0.40839	4.20105	-0.03427
1.763	0.03829	0.40985	3.9168	-0.0268
1.764	0.0372	0.41127	3.63313	-0.01756
1.765	0.03604	0.41264	3.3534	-0.00758
1.766	0.03496	0.41392	3.07413	0.00236
1.767	0.03383	0.41509	2.79879	0.01137
1.768	0.03266	0.41611	2.52347	0.01892
1.769	0.03152	0.41696	2.25316	0.02447
1.77	0.03038	0.41762	1.98445	0.02782
1.771	0.02923	0.41809	1.71643	0.02892
1.772	0.02809	0.41833	1.45525	0.0279
1.773	0.02696	0.41834	1.19444	0.02507
1.774	0.02589	0.41811	0.93588	0.02085
1.775	0.02478	0.41764	0.68399	0.01566
1.776	0.02376	0.41692	0.43333	0.00998
1.777	0.0228	0.41597	0.18728	0.00425
1.778	0.02183	0.41481	6.22917	-0.00118
1.779	0.02097	0.41343	5.99054	-0.00605
1.78	0.02019	0.41189	5.76115	-0.01007
1.781	0.01944	0.41022	5.52921	-0.01331
1.782	0.0188	0.40844	5.308	-0.01556
1.783	0.01831	0.40661	5.08899	-0.01702
1.784	0.01783	0.40477	4.8696	-0.01761
1.785	0.01757	0.40296	4.65812	-0.01754
1.786	0.01732	0.40122	4.44525	-0.01671
1.787	0.01732	0.3996	4.23073	-0.01535
1.788	0.01735	0.39813	4.01795	-0.01333
1.789	0.01752	0.39684	3.80285	-0.01076
1.79	0.01786	0.39577	3.58129	-0.0076
1.791	0.01823	0.39493	3.35896	-0.00393
1.792	0.01872	0.39437	3.1299	0.00022
1.793	0.01937	0.39408	2.89783	0.00468
1.794	0.01997	0.39408	2.65918	0.00927
1.795	0.02073	0.39438	2.41584	0.01376
1.796	0.02153	0.39496	2.17157	0.01776
1.797	0.02237	0.39581	1.91885	0.02103
1.798	0.02323	0.39691	1.66479	0.02312
1.799	0.02417	0.39823	1.41125	0.02386
1.8	0.0251	0.39972	1.14804	0.02289
1.801	0.02607	0.40136	0.88934	0.02025
1.802	0.02703	0.4031	0.62562	0.01583
1.803	0.02805	0.40489	0.36034	0.00989
1.804	0.02905	0.40669	0.09453	0.00274
1.805	0.03003	0.40847	6.11032	-0.00516
1.806	0.0311	0.41019	5.842	-0.01328
1.807	0.03208	0.41182	5.57286	-0.02092
1.808	0.03309	0.41332	5.30151	-0.02751
1.809	0.03412	0.41467	5.03217	-0.03239
1.81	0.03512	0.41584	4.75928	-0.03508
1.811	0.0361	0.41682	4.48617	-0.03518
1.812	0.0371	0.41759	4.21397	-0.03258
1.813	0.03806	0.41813	3.93846	-0.02722
1.814	0.03904	0.41845	3.66321	-0.01946
1.815	0.03995	0.41852	3.38708	-0.00971
1.816	0.04092	0.41837	3.10983	0.0013
1.817	0.04187	0.418	2.83088	0.0128
1.818	0.04272	0.41741	2.55197	0.02375
1.819	0.04369	0.41663	2.27154	0.03339
1.82	0.04454	0.41568	1.99011	0.04068
1.821	0.04541	0.41456	1.70751	0.04498
1.822	0.04625	0.41332	1.42406	0.04576
1.823	0.04707	0.41197	1.14049	0.04278
1.824	0.04788	0.41054	0.85306	0.03607
1.825	0.04862	0.40906	0.56793	0.02615
1.826	0.04937	0.40754	0.27987	0.01364
1.827	0.05011	0.40602	6.2736	-0.00048
1.828	0.05073	0.40453	5.98422	-0.01494
1.829	0.05137	0.4031	5.69311	-0.02859
1.83	0.05203	0.40176	5.40116	-0.04017
1.831	0.05251	0.40053	5.10819	-0.04845
1.832	0.05308	0.39944	4.814	-0.05281
1.833	0.05354	0.39851	4.52026	-0.05256
