Freq,Power,Theor.AR(1),chi2 80%,chi2 90%,chi2 95%,chi2 99%,chi2 crit.
79.925,5.7693E-05,5.7949E-05,8.9045E-05,0.00011889,0.00014776,0.0002127,0.00031438
80.047,5.8434E-05,5.7809E-05,8.883E-05,0.0001186,0.00014741,0.00021218,0.00031363
80.169,1.5004E-05,5.767E-05,8.8616E-05,0.00011831,0.00014705,0.00021167,0.00031287
80.292,1.5425E-05,5.7531E-05,8.8403E-05,0.00011803,0.0001467,0.00021117,0.00031212
80.414,2.0389E-05,5.7393E-05,8.8191E-05,0.00011775,0.00014635,0.00021066,0.00031137
80.536,2.878E-05,5.7256E-05,8.798E-05,0.00011747,0.000146,0.00021015,0.00031063
80.658,4.4239E-05,5.7119E-05,8.777E-05,0.00011719,0.00014565,0.00020965,0.00030988
80.781,6.8459E-05,5.6983E-05,8.7561E-05,0.00011691,0.0001453,0.00020915,0.00030915
80.903,2.4306E-05,5.6848E-05,8.7353E-05,0.00011663,0.00014496,0.00020866,0.00030841
81.025,1.1071E-05,5.6713E-05,8.7146E-05,0.00011635,0.00014461,0.00020816,0.00030768
81.147,2.5623E-05,5.6579E-05,8.694E-05,0.00011608,0.00014427,0.00020767,0.00030695
81.269,2.3364E-05,5.6446E-05,8.6735E-05,0.0001158,0.00014393,0.00020718,0.00030623
81.392,8.1173E-06,5.6313E-05,8.6531E-05,0.00011553,0.00014359,0.00020669,0.00030551
81.514,4.0092E-05,5.618E-05,8.6327E-05,0.00011526,0.00014325,0.00020621,0.00030479
81.636,7.4109E-05,5.6049E-05,8.6125E-05,0.00011499,0.00014292,0.00020572,0.00030408
81.758,3.082E-05,5.5918E-05,8.5924E-05,0.00011472,0.00014258,0.00020524,0.00030337
81.88,5.3869E-05,5.5787E-05,8.5723E-05,0.00011445,0.00014225,0.00020477,0.00030266
82.003,0.00016422,5.5658E-05,8.5524E-05,0.00011419,0.00014192,0.00020429,0.00030195
82.125,0.00023062,5.5528E-05,8.5325E-05,0.00011392,0.00014159,0.00020381,0.00030125
82.247,0.00011245,5.54E-05,8.5128E-05,0.00011366,0.00014126,0.00020334,0.00030056
82.369,4.6642E-05,5.5272E-05,8.4931E-05,0.0001134,0.00014094,0.00020287,0.00029986
82.491,7.2236E-05,5.5144E-05,8.4735E-05,0.00011313,0.00014061,0.00020241,0.00029917
82.614,5.523E-05,5.5018E-05,8.454E-05,0.00011287,0.00014029,0.00020194,0.00029848
82.736,3.9368E-05,5.4891E-05,8.4346E-05,0.00011261,0.00013997,0.00020148,0.0002978
82.858,0.00012111,5.4766E-05,8.4153E-05,0.00011236,0.00013965,0.00020101,0.00029712
82.98,0.00013053,5.4641E-05,8.3961E-05,0.0001121,0.00013933,0.00020056,0.00029644
83.102,2.9714E-05,5.4516E-05,8.377E-05,0.00011184,0.00013901,0.0002001,0.00029576
83.225,1.4417E-05,5.4392E-05,8.3579E-05,0.00011159,0.00013869,0.00019964,0.00029509
83.347,4.0405E-05,5.4269E-05,8.339E-05,0.00011134,0.00013838,0.00019919,0.00029442
83.469,4.2821E-05,5.4146E-05,8.3201E-05,0.00011109,0.00013807,0.00019874,0.00029375
83.591,8.124E-05,5.4024E-05,8.3013E-05,0.00011083,0.00013775,0.00019829,0.00029309
83.714,0.00010953,5.3902E-05,8.2826E-05,0.00011058,0.00013744,0.00019784,0.00029243
83.836,2.941E-05,5.3781E-05,8.264E-05,0.00011034,0.00013714,0.0001974,0.00029177
83.958,6.6743E-05,5.366E-05,8.2455E-05,0.00011009,0.00013683,0.00019696,0.00029112
84.08,7.023E-05,5.354E-05,8.227E-05,0.00010984,0.00013652,0.00019652,0.00029047
84.202,3.1923E-05,5.3421E-05,8.2087E-05,0.0001096,0.00013622,0.00019608,0.00028982
84.325,3.0931E-05,5.3302E-05,8.1904E-05,0.00010935,0.00013591,0.00019564,0.00028917
84.447,3.5109E-05,5.3183E-05,8.1722E-05,0.00010911,0.00013561,0.00019521,0.00028853
84.569,6.5681E-05,5.3065E-05,8.1541E-05,0.00010887,0.00013531,0.00019477,0.00028789
84.691,7.8196E-05,5.2948E-05,8.136E-05,0.00010863,0.00013501,0.00019434,0.00028725
84.813,4.6958E-05,5.2831E-05,8.1181E-05,0.00010839,0.00013471,0.00019391,0.00028662
84.936,1.5766E-05,5.2715E-05,8.1002E-05,0.00010815,0.00013442,0.00019349,0.00028599
85.058,1.2405E-05,5.2599E-05,8.0824E-05,0.00010791,0.00013412,0.00019306,0.00028536
85.18,3.3725E-05,5.2484E-05,8.0647E-05,0.00010768,0.00013383,0.00019264,0.00028474
85.302,3.9319E-05,5.2369E-05,8.0471E-05,0.00010744,0.00013354,0.00019222,0.00028411
85.424,5.013E-05,5.2255E-05,8.0295E-05,0.00010721,0.00013324,0.0001918,0.00028349
85.547,2.3889E-05,5.2141E-05,8.0121E-05,0.00010697,0.00013295,0.00019138,0.00028288
85.669,1.3556E-05,5.2028E-05,7.9947E-05,0.00010674,0.00013267,0.00019097,0.00028226
85.791,5.35E-05,5.1915E-05,7.9774E-05,0.00010651,0.00013238,0.00019055,0.00028165
85.913,6.829E-05,5.1803E-05,7.9601E-05,0.00010628,0.00013209,0.00019014,0.00028104
86.036,6.2232E-05,5.1692E-05,7.943E-05,0.00010605,0.00013181,0.00018973,0.00028044
86.158,2.9967E-05,5.158E-05,7.9259E-05,0.00010582,0.00013152,0.00018932,0.00027983
86.28,4.9935E-06,5.147E-05,7.9089E-05,0.00010559,0.00013124,0.00018892,0.00027923
86.402,9.3879E-06,5.136E-05,7.8919E-05,0.00010537,0.00013096,0.00018851,0.00027864
86.524,1.6691E-05,5.125E-05,7.8751E-05,0.00010514,0.00013068,0.00018811,0.00027804
86.647,3.076E-05,5.1141E-05,7.8583E-05,0.00010492,0.0001304,0.00018771,0.00027745
86.769,5.6521E-05,5.1032E-05,7.8416E-05,0.0001047,0.00013013,0.00018731,0.00027686
86.891,7.4495E-05,5.0924E-05,7.825E-05,0.00010447,0.00012985,0.00018691,0.00027627
87.013,3.1786E-05,5.0816E-05,7.8084E-05,0.00010425,0.00012957,0.00018652,0.00027569
87.135,3.607E-05,5.0709E-05,7.7919E-05,0.00010403,0.0001293,0.00018612,0.0002751
87.258,7.1487E-05,5.0602E-05,7.7755E-05,0.00010381,0.00012903,0.00018573,0.00027453
87.38,5.123E-05,5.0495E-05,7.7592E-05,0.0001036,0.00012876,0.00018534,0.00027395
87.502,5.3959E-05,5.039E-05,7.7429E-05,0.00010338,0.00012849,0.00018495,0.00027337
87.624,3.2834E-05,5.0284E-05,7.7267E-05,0.00010316,0.00012822,0.00018457,0.0002728
87.746,2.1014E-05,5.0179E-05,7.7106E-05,0.00010295,0.00012795,0.00018418,0.00027223
87.869,5.7205E-06,5.0075E-05,7.6945E-05,0.00010273,0.00012768,0.0001838,0.00027167
87.991,1.3256E-05,4.9971E-05,7.6785E-05,0.00010252,0.00012742,0.00018342,0.0002711
88.113,5.9703E-06,4.9867E-05,7.6626E-05,0.00010231,0.00012716,0.00018304,0.00027054
88.235,2.8428E-06,4.9764E-05,7.6468E-05,0.0001021,0.00012689,0.00018266,0.00026998
88.358,7.2454E-06,4.9661E-05,7.631E-05,0.00010188,0.00012663,0.00018228,0.00026942
88.48,8.9985E-06,4.9559E-05,7.6153E-05,0.00010168,0.00012637,0.0001819,0.00026887
88.602,1.398E-05,4.9457E-05,7.5997E-05,0.00010147,0.00012611,0.00018153,0.00026832
88.724,4.2082E-06,4.9356E-05,7.5841E-05,0.00010126,0.00012585,0.00018116,0.00026777
88.846,2.6697E-05,4.9255E-05,7.5686E-05,0.00010105,0.0001256,0.00018079,0.00026722
88.969,3.7546E-05,4.9155E-05,7.5532E-05,0.00010085,0.00012534,0.00018042,0.00026668
89.091,1.6357E-05,4.9055E-05,7.5378E-05,0.00010064,0.00012508,0.00018005,0.00026613
89.213,4.2741E-05,4.8955E-05,7.5225E-05,0.00010044,0.00012483,0.00017969,0.00026559
89.335,7.1674E-05,4.8856E-05,7.5073E-05,0.00010023,0.00012458,0.00017932,0.00026506
